0czujnik1,25.10, czujnik2,25.48, czujnik3,23.74
czujnik1,24.85, czujnik2,24.81, czujnik3,23.84
czujnik1,24.74, czujnik2,24.71, czujnik3,24.29
czujnik1,24.90, czujnik2,26.50, czujnik3,23.74
czujnik1,25.15, czujnik2,24.39, czujnik3,23.32
czujnik1,25.26, czujnik2,24.35, czujnik3,23.78
czujnik1,25.07, czujnik2,24.71, czujnik3,23.30
czujnik1,24.69, czujnik2,24.61, czujnik3,23.67
czujnik1,25.15, czujnik2,24.61, czujnik3,23.64
czujnik1,25.20, czujnik2,24.74, czujnik3,23.72
czujnik1,25.51, czujnik2,25.27, czujnik3,24.71
czujnik1,26.43, czujnik2,25.29, czujnik3,26.16
czujnik1,27.45, czujnik2,25.34, czujnik3,25.68
czujnik1,27.91, czujnik2,25.54, czujnik3,25.71
czujnik1,29.08, czujnik2,25.07, czujnik3,25.83
czujnik1,27.40, czujnik2,24.56, czujnik3,27.06
czujnik1,27.87, czujnik2,24.91, czujnik3,26.16
czujnik1,29.54, czujnik2,25.02, czujnik3,25.71
czujnik1,28.96, czujnik2,25.02, czujnik3,25.78
czujnik1,28.93, czujnik2,24.81, czujnik3,38.83
czujnik1,28.21, czujnik2,24.85, czujnik3,24.74
czujnik1,29.44, czujnik2,24.91, czujnik3,25.99
czujnik1,30.56, czujnik2,24.46, czujnik3,25.22
czujnik1,29.64, czujnik2,24.76, czujnik3,26.00
czujnik1,29.22, czujnik2,24.29, czujnik3,24.66
czujnik1,28.93, czujnik2,24.44, czujnik3,25.48
czujnik1,29.27, czujnik2,24.90, czujnik3,24.34
czujnik1,28.91, czujnik2,24.81, czujnik3,24.35
czujnik1,28.10, czujnik2,25.22, czujnik3,24.29
czujnik1,28.98, czujnik2,24.86, czujnik3,23.95
czujnik1,27.65, czujnik2,24.91, czujnik3,23.98
czujnik1,32.23, czujnik2,24.86, czujnik3,24.49
czujnik1,29.46, czujnik2,24.90, czujnik3,24.39
czujnik1,30.00, czujnik2,25.05, czujnik3,24.80
czujnik1,29.44, czujnik2,25.02, czujnik3,24.91
czujnik1,29.44, czujnik2,24.49, czujnik3,25.37
