2czujnik1,23.52, czujnik2,24.69, czujnik3,26.60
czujnik1,23.54, czujnik2,23.96, czujnik3,24.18
czujnik1,23.95, czujnik2,25.97, czujnik3,30.48
czujnik1,24.27, czujnik2,24.15, czujnik3,25.60
czujnik1,24.66, czujnik2,37.53, czujnik3,24.59
czujnik1,28.06, czujnik2,37.09, czujnik3,24.05
czujnik1,38.21, czujnik2,25.15, czujnik3,24.44
czujnik1,39.64, czujnik2,26.60, czujnik3,23.55
czujnik1,39.63, czujnik2,24.93, czujnik3,23.49
czujnik1,27.77, czujnik2,25.00, czujnik3,23.16
czujnik1,25.99, czujnik2,25.82, czujnik3,23.59
czujnik1,27.82, czujnik2,24.93, czujnik3,24.44
czujnik1,27.01, czujnik2,24.90, czujnik3,37.50
czujnik1,26.60, czujnik2,25.88, czujnik3,38.01
czujnik1,26.50, czujnik2,38.45, czujnik3,37.98
czujnik1,26.02, czujnik2,26.17, czujnik3,24.39
czujnik1,25.75, czujnik2,25.77, czujnik3,23.49
czujnik1,26.22, czujnik2,25.46, czujnik3,23.95
czujnik1,26.12, czujnik2,25.48, czujnik3,27.26
czujnik1,25.26, czujnik2,24.95, czujnik3,24.00
czujnik1,25.37, czujnik2,26.22, czujnik3,23.89
czujnik1,26.24, czujnik2,25.87, czujnik3,23.93
czujnik1,25.27, czujnik2,25.87, czujnik3,23.54
czujnik1,25.26, czujnik2,24.54, czujnik3,23.54
czujnik1,25.37, czujnik2,26.24, czujnik3,23.83
czujnik1,25.36, czujnik2,25.46, czujnik3,24.29
czujnik1,25.24, czujnik2,25.87, czujnik3,23.93
czujnik1,25.24, czujnik2,35.22, czujnik3,24.40
czujnik1,25.37, czujnik2,26.68, czujnik3,23.47
czujnik1,24.95, czujnik2,26.80, czujnik3,23.57
czujnik1,24.85, czujnik2,26.39, czujnik3,23.16
czujnik1,25.29, czujnik2,39.20, czujnik3,23.16
czujnik1,25.41, czujnik2,38.84, czujnik3,23.06
czujnik1,25.82, czujnik2,25.14, czujnik3,23.16
czujnik1,24.88, czujnik2,24.71, czujnik3,23.16
czujnik1,24.88, czujnik2,24.59, czujnik3,23.54
czujnik1,25.05, czujnik2,39.27, czujnik3,23.04
czujnik1,25.02, czujnik2,25.17, czujnik3,23.16
czujnik1,24.95, czujnik2,26.90, czujnik3,23.62
czujnik1,24.95, czujnik2,24.61, czujnik3,23.62
czujnik1,24.64, czujnik2,24.25, czujnik3,23.57
czujnik1,24.23, czujnik2,24.34, czujnik3,23.23
czujnik1,24.13, czujnik2,24.74, czujnik3,23.21
czujnik1,24.13, czujnik2,24.23, czujnik3,23.21
czujnik1,25.09, czujnik2,26.73, czujnik3,23.06
czujnik1,24.69, czujnik2,26.48, czujnik3,23.21
czujnik1,25.02, czujnik2,24.74, czujnik3,23.21
czujnik1,24.54, czujnik2,24.18, czujnik3,23.57
czujnik1,26.72, czujnik2,24.13, czujnik3,23.44
czujnik1,26.28, czujnik2,23.83, czujnik3,23.93
czujnik1,29.17, czujnik2,23.42, czujnik3,23.98
czujnik1,26.21, czujnik2,23.32, czujnik3,23.57
czujnik1,26.73, czujnik2,23.42, czujnik3,23.44
czujnik1,25.49, czujnik2,23.88, czujnik3,23.57
czujnik1,34.91, czujnik2,23.47, czujnik3,23.62
czujnik1,26.28, czujnik2,23.42, czujnik3,23.64
czujnik1,34.93, czujnik2,23.95, czujnik3,23.95
czujnik1,26.39, czujnik2,23.93, czujnik3,23.59
czujnik1,25.41, czujnik2,23.93, czujnik3,23.59
czujnik1,25.00, czujnik2,23.42, czujnik3,24.08
czujnik1,31.75, czujnik2,23.95, czujnik3,23.95
czujnik1,25.95, czujnik2,23.93, czujnik3,23.95
czujnik1,25.87, czujnik2,23.91, czujnik3,24.10
czujnik1,28.83, czujnik2,24.29, czujnik3,24.06
czujnik1,37.07, czujnik2,24.25, czujnik3,24.40
czujnik1,31.02, czujnik2,24.40, czujnik3,24.46
czujnik1,25.51, czujnik2,24.44, czujnik3,25.02
czujnik1,32.87, czujnik2,24.35, czujnik3,25.02
czujnik1,26.02, czujnik2,24.74, czujnik3,24.90
czujnik1,26.46, czujnik2,25.26, czujnik3,24.46
czujnik1,25.09, czujnik2,25.26, czujnik3,24.56
czujnik1,37.07, czujnik2,25.61, czujnik3,24.56
czujnik1,37.52, czujnik2,24.00, czujnik3,24.44
czujnik1,37.52, czujnik2,24.44, czujnik3,24.47
czujnik1,35.39, czujnik2,24.81, czujnik3,25.03
czujnik1,35.39, czujnik2,24.34, czujnik3,24.51
czujnik1,34.13, czujnik2,24.00, czujnik3,25.27
czujnik1,27.70, czujnik2,24.85, czujnik3,25.37
czujnik1,30.10, czujnik2,24.44, czujnik3,25.48
czujnik1,35.39, czujnik2,24.80, czujnik3,25.88
czujnik1,32.87, czujnik2,25.63, czujnik3,26.21
czujnik1,29.34, czujnik2,25.31, czujnik3,25.80
czujnik1,29.25, czujnik2,26.58, czujnik3,28.04
czujnik1,28.83, czujnik2,26.48, czujnik3,25.95
czujnik1,28.84, czujnik2,26.89, czujnik3,27.09
czujnik1,27.69, czujnik2,25.71, czujnik3,26.67
czujnik1,28.44, czujnik2,26.17, czujnik3,26.34
czujnik1,29.25, czujnik2,26.48, czujnik3,26.36
czujnik1,28.40, czujnik2,25.22, czujnik3,26.26
czujnik1,31.02, czujnik2,25.31, czujnik3,26.24
czujnik1,26.77, czujnik2,25.31, czujnik3,25.88
czujnik1,29.63, czujnik2,25.22, czujnik3,25.53
czujnik1,30.09, czujnik2,26.02, czujnik3,25.41
czujnik1,25.20, czujnik2,24.85, czujnik3,25.31
czujnik1,28.01, czujnik2,24.86, czujnik3,26.31
czujnik1,30.07, czujnik2,24.76, czujnik3,25.02
czujnik1,28.11, czujnik2,24.74, czujnik3,24.86
czujnik1,28.54, czujnik2,24.44, czujnik3,24.91
czujnik1,25.51, czujnik2,24.46, czujnik3,25.07
czujnik1,29.69, czujnik2,24.34, czujnik3,25.02
