czujnik1,48.11, czujnik2,40.03, czujnik3,38.88
czujnik1,46.56, czujnik2,39.23, czujnik3,38.88
czujnik1,44.47, czujnik2,39.56, czujnik3,38.78
czujnik1,41.19, czujnik2,39.68, czujnik3,38.76
czujnik1,41.17, czujnik2,39.20, czujnik3,39.22
czujnik1,90.78, czujnik2,39.59, czujnik3,38.72
czujnik1,42.01, czujnik2,39.22, czujnik3,38.81
czujnik1,44.93, czujnik2,39.12, czujnik3,38.84
czujnik1,42.52, czujnik2,39.27, czujnik3,39.12
czujnik1,46.34, czujnik2,39.20, czujnik3,38.86
czujnik1,43.72, czujnik2,40.15, czujnik3,38.88
czujnik1,62.14, czujnik2,39.17, czujnik3,39.27
czujnik1,62.69, czujnik2,39.73, czujnik3,38.35
czujnik1,41.72, czujnik2,39.69, czujnik3,38.84
czujnik1,40.80, czujnik2,39.69, czujnik3,38.88
czujnik1,45.36, czujnik2,40.03, czujnik3,38.88
czujnik1,65.43, czujnik2,40.20, czujnik3,39.18
czujnik1,48.81, czujnik2,39.69, czujnik3,38.45
czujnik1,41.21, czujnik2,39.20, czujnik3,38.84
czujnik1,65.90, czujnik2,39.13, czujnik3,39.27
czujnik1,67.93, czujnik2,40.14, czujnik3,39.18
czujnik1,98.35, czujnik2,39.20, czujnik3,38.45
czujnik1,42.84, czujnik2,39.68, czujnik3,38.86
czujnik1,64.13, czujnik2,39.61, czujnik3,38.89
czujnik1,42.14, czujnik2,39.68, czujnik3,39.17
czujnik1,41.75, czujnik2,39.20, czujnik3,38.45
czujnik1,41.60, czujnik2,39.69, czujnik3,38.86
czujnik1,64.34, czujnik2,39.15, czujnik3,38.86
czujnik1,40.83, czujnik2,39.73, czujnik3,38.35
czujnik1,42.16, czujnik2,39.22, czujnik3,38.86
czujnik1,64.78, czujnik2,39.22, czujnik3,38.86
czujnik1,47.41, czujnik2,39.17, czujnik3,38.86
czujnik1,48.28, czujnik2,39.25, czujnik3,38.71
czujnik1,65.32, czujnik2,39.25, czujnik3,39.27
czujnik1,41.19, czujnik2,39.22, czujnik3,38.45
czujnik1,41.63, czujnik2,39.56, czujnik3,38.84
czujnik1,41.70, czujnik2,40.12, czujnik3,38.78
czujnik1,41.29, czujnik2,40.14, czujnik3,38.86
czujnik1,90.77, czujnik2,39.27, czujnik3,39.73
czujnik1,47.48, czujnik2,40.00, czujnik3,38.86
czujnik1,90.03, czujnik2,39.22, czujnik3,38.78
czujnik1,43.74, czujnik2,39.25, czujnik3,38.84
czujnik1,43.23, czujnik2,40.12, czujnik3,38.84
czujnik1,89.66, czujnik2,39.57, czujnik3,38.86
czujnik1,91.38, czujnik2,38.76, czujnik3,38.35
czujnik1,42.11, czujnik2,39.20, czujnik3,38.86
czujnik1,40.37, czujnik2,39.23, czujnik3,38.91
czujnik1,71.43, czujnik2,40.51, czujnik3,38.86
czujnik1,42.14, czujnik2,39.68, czujnik3,38.76
czujnik1,91.39, czujnik2,39.68, czujnik3,39.29
czujnik1,43.32, czujnik2,39.68, czujnik3,39.32
czujnik1,44.98, czujnik2,39.63, czujnik3,38.86
czujnik1,41.29, czujnik2,39.68, czujnik3,38.35
czujnik1,42.11, czujnik2,39.23, czujnik3,38.86
czujnik1,41.17, czujnik2,39.66, czujnik3,39.29
czujnik1,43.62, czujnik2,39.59, czujnik3,38.86
czujnik1,41.33, czujnik2,39.68, czujnik3,39.18
czujnik1,42.57, czujnik2,39.22, czujnik3,39.32
czujnik1,92.52, czujnik2,39.68, czujnik3,38.86
czujnik1,92.23, czujnik2,39.59, czujnik3,39.27
czujnik1,41.29, czujnik2,39.68, czujnik3,38.76
czujnik1,42.14, czujnik2,40.60, czujnik3,39.23
czujnik1,90.44, czujnik2,39.66, czujnik3,38.44
czujnik1,43.72, czujnik2,39.59, czujnik3,38.89
czujnik1,45.44, czujnik2,39.23, czujnik3,38.78
czujnik1,42.53, czujnik2,39.69, czujnik3,39.23
czujnik1,41.62, czujnik2,39.23, czujnik3,39.27
czujnik1,44.08, czujnik2,39.12, czujnik3,38.88
czujnik1,43.78, czujnik2,39.22, czujnik3,38.78
czujnik1,91.36, czujnik2,39.68, czujnik3,39.27
czujnik1,41.63, czujnik2,39.23, czujnik3,39.29
czujnik1,42.01, czujnik2,39.63, czujnik3,38.86
czujnik1,42.55, czujnik2,39.23, czujnik3,39.17
czujnik1,42.18, czujnik2,39.23, czujnik3,39.27
czujnik1,45.75, czujnik2,39.23, czujnik3,38.88
czujnik1,95.31, czujnik2,39.13, czujnik3,38.86
czujnik1,44.23, czujnik2,39.23, czujnik3,38.35
czujnik1,45.87, czujnik2,40.17, czujnik3,38.45
czujnik1,49.12, czujnik2,39.71, czujnik3,39.27
czujnik1,41.60, czujnik2,39.57, czujnik3,38.88
