63czujnik1,40.03, czujnik2,20.05, czujnik3,21.55
czujnik1,39.90, czujnik2,21.60, czujnik3,22.79
czujnik1,39.61, czujnik2,38.71, czujnik3,21.09
czujnik1,21.63, czujnik2,38.67, czujnik3,21.09
czujnik1,21.79, czujnik2,38.69, czujnik3,22.65
czujnik1,22.24, czujnik2,38.67, czujnik3,22.36
czujnik1,21.73, czujnik2,39.20, czujnik3,38.27
czujnik1,22.24, czujnik2,20.90, czujnik3,20.78
czujnik1,21.33, czujnik2,20.51, czujnik3,18.93
czujnik1,20.82, czujnik2,20.46, czujnik3,19.76
czujnik1,23.54, czujnik2,38.66, czujnik3,38.28
czujnik1,39.12, czujnik2,38.15, czujnik3,23.13
czujnik1,23.01, czujnik2,38.27, czujnik3,28.47
czujnik1,39.15, czujnik2,38.71, czujnik3,38.28
czujnik1,38.62, czujnik2,38.21, czujnik3,29.30
czujnik1,39.61, czujnik2,39.01, czujnik3,20.53
czujnik1,39.61, czujnik2,20.82, czujnik3,19.61
czujnik1,39.20, czujnik2,20.46, czujnik3,19.80
czujnik1,23.67, czujnik2,20.44, czujnik3,19.74
czujnik1,22.47, czujnik2,20.77, czujnik3,19.76
czujnik1,23.32, czujnik2,20.87, czujnik3,20.10
czujnik1,39.59, czujnik2,20.43, czujnik3,19.76
czujnik1,39.46, czujnik2,20.87, czujnik3,19.30
czujnik1,21.62, czujnik2,24.17, czujnik3,19.30
czujnik1,21.17, czujnik2,38.27, czujnik3,19.30
czujnik1,20.75, czujnik2,38.71, czujnik3,19.29
czujnik1,20.26, czujnik2,38.66, czujnik3,18.88
czujnik1,19.93, czujnik2,25.73, czujnik3,19.35
czujnik1,20.00, czujnik2,20.46, czujnik3,19.40
czujnik1,20.03, czujnik2,19.64, czujnik3,19.46
czujnik1,19.93, czujnik2,22.09, czujnik3,19.40
czujnik1,20.02, czujnik2,19.93, czujnik3,19.35
czujnik1,20.03, czujnik2,21.28, czujnik3,19.40
czujnik1,19.98, czujnik2,20.05, czujnik3,18.93
czujnik1,19.90, czujnik2,20.05, czujnik3,19.40
czujnik1,19.57, czujnik2,21.16, czujnik3,19.81
czujnik1,19.98, czujnik2,21.22, czujnik3,19.66
czujnik1,21.31, czujnik2,21.26, czujnik3,20.73
czujnik1,20.39, czujnik2,21.73, czujnik3,20.26
