1czujnik1,18.78, czujnik2,39.12, czujnik3,37.82
czujnik1,19.17, czujnik2,39.57, czujnik3,38.38
czujnik1,19.17, czujnik2,39.13, czujnik3,37.94
czujnik1,18.78, czujnik2,38.89, czujnik3,37.84
czujnik1,38.04, czujnik2,39.54, czujnik3,37.84
czujnik1,38.04, czujnik2,40.05, czujnik3,37.91
czujnik1,38.08, czujnik2,39.63, czujnik3,37.96
czujnik1,38.16, czujnik2,39.49, czujnik3,37.93
czujnik1,21.62, czujnik2,39.20, czujnik3,37.84
czujnik1,38.15, czujnik2,39.23, czujnik3,37.94
czujnik1,38.06, czujnik2,39.59, czujnik3,37.96
czujnik1,38.18, czujnik2,39.12, czujnik3,37.96
czujnik1,18.27, czujnik2,17.94, czujnik3,37.84
czujnik1,18.25, czujnik2,16.28, czujnik3,37.50
czujnik1,18.67, czujnik2,39.63, czujnik3,37.53
czujnik1,17.84, czujnik2,18.37, czujnik3,38.32
czujnik1,19.93, czujnik2,39.17, czujnik3,37.79
czujnik1,18.25, czujnik2,39.17, czujnik3,38.32
czujnik1,38.03, czujnik2,18.72, czujnik3,37.96
czujnik1,20.31, czujnik2,39.52, czujnik3,37.96
czujnik1,19.90, czujnik2,39.59, czujnik3,37.82
czujnik1,19.90, czujnik2,17.04, czujnik3,37.96
czujnik1,18.66, czujnik2,39.57, czujnik3,38.37
czujnik1,21.16, czujnik2,17.86, czujnik3,38.37
czujnik1,19.06, czujnik2,17.84, czujnik3,37.84
czujnik1,17.40, czujnik2,16.99, czujnik3,37.94
czujnik1,38.04, czujnik2,16.12, czujnik3,38.33
czujnik1,38.18, czujnik2,18.21, czujnik3,37.91
czujnik1,38.15, czujnik2,39.57, czujnik3,37.86
czujnik1,16.16, czujnik2,39.57, czujnik3,37.94
czujnik1,16.63, czujnik2,39.12, czujnik3,37.96
czujnik1,15.82, czujnik2,39.47, czujnik3,37.96
czujnik1,15.82, czujnik2,38.66, czujnik3,37.86
czujnik1,15.44, czujnik2,38.69, czujnik3,38.35
czujnik1,15.46, czujnik2,38.23, czujnik3,37.53
czujnik1,15.85, czujnik2,38.61, czujnik3,37.91
czujnik1,15.49, czujnik2,38.69, czujnik3,37.82
czujnik1,15.20, czujnik2,20.61, czujnik3,37.94
czujnik1,15.09, czujnik2,39.13, czujnik3,38.37
czujnik1,15.49, czujnik2,19.69, czujnik3,38.30
czujnik1,15.44, czujnik2,20.60, czujnik3,37.84
czujnik1,15.14, czujnik2,18.06, czujnik3,37.94
czujnik1,14.63, czujnik2,19.34, czujnik3,37.94
czujnik1,15.03, czujnik2,20.10, czujnik3,37.53
czujnik1,15.09, czujnik2,18.98, czujnik3,37.84
czujnik1,15.19, czujnik2,39.64, czujnik3,37.89
czujnik1,14.68, czujnik2,20.26, czujnik3,37.94
czujnik1,14.68, czujnik2,19.76, czujnik3,37.91
czujnik1,14.69, czujnik2,21.53, czujnik3,37.84
czujnik1,14.78, czujnik2,19.03, czujnik3,37.53
czujnik1,14.68, czujnik2,19.39, czujnik3,37.55
czujnik1,14.74, czujnik2,19.74, czujnik3,37.53
czujnik1,14.74, czujnik2,39.15, czujnik3,37.43
czujnik1,14.80, czujnik2,40.03, czujnik3,37.89
czujnik1,15.14, czujnik2,20.66, czujnik3,37.96
czujnik1,15.14, czujnik2,19.74, czujnik3,37.91
czujnik1,14.68, czujnik2,19.03, czujnik3,38.23
czujnik1,14.85, czujnik2,19.01, czujnik3,37.53
czujnik1,15.10, czujnik2,18.57, czujnik3,37.53
czujnik1,15.14, czujnik2,19.74, czujnik3,37.50
czujnik1,14.68, czujnik2,21.12, czujnik3,37.40
czujnik1,15.54, czujnik2,20.71, czujnik3,37.96
czujnik1,15.56, czujnik2,39.57, czujnik3,37.52
czujnik1,15.56, czujnik2,39.01, czujnik3,37.89
czujnik1,15.14, czujnik2,39.12, czujnik3,37.84
czujnik1,15.54, czujnik2,39.57, czujnik3,37.91
czujnik1,15.95, czujnik2,20.73, czujnik3,37.96
czujnik1,15.09, czujnik2,19.03, czujnik3,37.55
czujnik1,15.09, czujnik2,18.21, czujnik3,37.79
czujnik1,15.54, czujnik2,19.40, czujnik3,37.91
czujnik1,15.09, czujnik2,39.17, czujnik3,37.55
czujnik1,15.09, czujnik2,21.02, czujnik3,37.55
czujnik1,15.15, czujnik2,40.10, czujnik3,37.45
czujnik1,15.26, czujnik2,39.59, czujnik3,37.55
czujnik1,15.54, czujnik2,20.71, czujnik3,37.53
czujnik1,15.54, czujnik2,38.57, czujnik3,37.53
czujnik1,15.54, czujnik2,19.44, czujnik3,37.79
czujnik1,15.24, czujnik2,19.85, czujnik3,37.53
czujnik1,15.14, czujnik2,39.12, czujnik3,37.48
czujnik1,15.14, czujnik2,20.15, czujnik3,37.55
czujnik1,15.15, czujnik2,19.00, czujnik3,37.45
czujnik1,15.24, czujnik2,18.59, czujnik3,37.93
czujnik1,15.54, czujnik2,18.57, czujnik3,37.55
czujnik1,15.10, czujnik2,18.98, czujnik3,37.53
czujnik1,15.09, czujnik2,21.09, czujnik3,37.47
czujnik1,15.24, czujnik2,38.69, czujnik3,21.48
czujnik1,15.56, czujnik2,38.67, czujnik3,37.52
czujnik1,15.54, czujnik2,38.61, czujnik3,37.55
czujnik1,14.68, czujnik2,21.09, czujnik3,20.14
czujnik1,15.51, czujnik2,18.16, czujnik3,37.53
czujnik1,16.33, czujnik2,20.61, czujnik3,38.32
czujnik1,15.09, czujnik2,20.15, czujnik3,21.87
czujnik1,15.09, czujnik2,18.98, czujnik3,37.45
czujnik1,15.95, czujnik2,39.61, czujnik3,22.30
czujnik1,15.56, czujnik2,21.53, czujnik3,22.35
czujnik1,15.14, czujnik2,18.61, czujnik3,37.96
czujnik1,14.73, czujnik2,19.85, czujnik3,21.84
czujnik1,14.83, czujnik2,21.99, czujnik3,37.50
czujnik1,14.74, czujnik2,19.49, czujnik3,37.55
czujnik1,15.14, czujnik2,19.44, czujnik3,19.83
