7czujnik1,38.18, czujnik2,22.35, czujnik3,17.98
czujnik1,38.18, czujnik2,40.56, czujnik3,17.57
czujnik1,37.76, czujnik2,40.37, czujnik3,17.11
czujnik1,37.62, czujnik2,38.84, czujnik3,17.14
czujnik1,37.79, czujnik2,45.12, czujnik3,17.11
czujnik1,37.76, czujnik2,24.81, czujnik3,17.11
czujnik1,37.65, czujnik2,26.45, czujnik3,17.57
czujnik1,37.76, czujnik2,39.39, czujnik3,17.98
czujnik1,37.79, czujnik2,41.02, czujnik3,18.38
czujnik1,37.79, czujnik2,23.06, czujnik3,19.20
czujnik1,37.65, czujnik2,21.43, czujnik3,18.38
czujnik1,37.79, czujnik2,20.92, czujnik3,18.35
czujnik1,37.77, czujnik2,21.43, czujnik3,19.22
czujnik1,37.74, czujnik2,39.08, czujnik3,17.93
czujnik1,37.64, czujnik2,23.13, czujnik3,18.38
czujnik1,37.76, czujnik2,23.42, czujnik3,19.22
czujnik1,37.76, czujnik2,24.66, czujnik3,20.80
czujnik1,37.74, czujnik2,40.92, czujnik3,17.93
czujnik1,37.64, czujnik2,38.25, czujnik3,18.81
czujnik1,37.76, czujnik2,38.15, czujnik3,17.52
czujnik1,23.27, czujnik2,38.20, czujnik3,17.13
czujnik1,21.12, czujnik2,38.21, czujnik3,17.57
czujnik1,21.02, czujnik2,38.66, czujnik3,18.81
czujnik1,22.41, czujnik2,39.86, czujnik3,18.38
czujnik1,22.84, czujnik2,38.25, czujnik3,17.93
czujnik1,37.72, czujnik2,40.07, czujnik3,17.52
czujnik1,37.64, czujnik2,38.61, czujnik3,17.52
czujnik1,38.16, czujnik2,41.70, czujnik3,18.81
czujnik1,37.77, czujnik2,39.51, czujnik3,17.52
czujnik1,37.77, czujnik2,41.34, czujnik3,17.52
czujnik1,37.64, czujnik2,39.52, czujnik3,18.40
czujnik1,37.70, czujnik2,25.09, czujnik3,17.98
czujnik1,37.76, czujnik2,38.25, czujnik3,19.63
czujnik1,37.76, czujnik2,38.20, czujnik3,19.22
czujnik1,37.69, czujnik2,25.20, czujnik3,17.52
czujnik1,37.72, czujnik2,39.42, czujnik3,18.81
czujnik1,37.74, czujnik2,41.68, czujnik3,17.94
czujnik1,37.76, czujnik2,42.67, czujnik3,18.40
czujnik1,37.65, czujnik2,39.06, czujnik3,18.38
czujnik1,37.74, czujnik2,24.69, czujnik3,17.52
czujnik1,37.76, czujnik2,22.30, czujnik3,17.52
czujnik1,37.76, czujnik2,21.48, czujnik3,17.52
czujnik1,37.65, czujnik2,21.48, czujnik3,17.11
czujnik1,37.74, czujnik2,22.21, czujnik3,17.52
czujnik1,37.72, czujnik2,20.63, czujnik3,18.79
czujnik1,38.13, czujnik2,21.50, czujnik3,17.98
czujnik1,37.65, czujnik2,21.07, czujnik3,17.99
czujnik1,37.72, czujnik2,20.95, czujnik3,17.98
czujnik1,37.76, czujnik2,21.07, czujnik3,17.11
czujnik1,38.16, czujnik2,44.39, czujnik3,17.57
czujnik1,37.60, czujnik2,21.07, czujnik3,17.11
czujnik1,37.76, czujnik2,20.97, czujnik3,17.11
czujnik1,37.72, czujnik2,21.07, czujnik3,16.68
czujnik1,37.77, czujnik2,39.47, czujnik3,16.70
czujnik1,37.65, czujnik2,21.07, czujnik3,17.16
czujnik1,37.76, czujnik2,20.56, czujnik3,16.70
czujnik1,37.77, czujnik2,20.26, czujnik3,17.11
czujnik1,37.76, czujnik2,43.98, czujnik3,17.11
czujnik1,37.65, czujnik2,43.52, czujnik3,17.16
czujnik1,37.74, czujnik2,21.02, czujnik3,17.16
czujnik1,37.70, czujnik2,19.85, czujnik3,16.33
czujnik1,37.74, czujnik2,20.26, czujnik3,16.70
czujnik1,37.65, czujnik2,42.67, czujnik3,16.70
czujnik1,37.77, czujnik2,20.61, czujnik3,17.11
czujnik1,37.77, czujnik2,40.99, czujnik3,16.70
czujnik1,37.76, czujnik2,20.71, czujnik3,17.57
czujnik1,37.65, czujnik2,20.31, czujnik3,17.16
czujnik1,37.76, czujnik2,20.97, czujnik3,17.21
czujnik1,37.77, czujnik2,38.69, czujnik3,17.14
czujnik1,37.76, czujnik2,42.60, czujnik3,16.75
czujnik1,38.08, czujnik2,39.57, czujnik3,17.98
czujnik1,23.28, czujnik2,40.27, czujnik3,17.16
czujnik1,24.97, czujnik2,38.27, czujnik3,17.16
czujnik1,37.76, czujnik2,39.10, czujnik3,17.59
czujnik1,38.06, czujnik2,38.23, czujnik3,17.57
czujnik1,37.72, czujnik2,38.57, czujnik3,17.11
czujnik1,24.97, czujnik2,38.66, czujnik3,17.11
czujnik1,24.97, czujnik2,39.08, czujnik3,18.40
czujnik1,24.44, czujnik2,38.21, czujnik3,16.73
czujnik1,38.16, czujnik2,38.11, czujnik3,17.98
czujnik1,38.16, czujnik2,43.81, czujnik3,17.57
czujnik1,37.76, czujnik2,39.12, czujnik3,17.16
czujnik1,24.86, czujnik2,41.36, czujnik3,17.11
czujnik1,24.86, czujnik2,38.55, czujnik3,16.68
czujnik1,23.28, czujnik2,39.49, czujnik3,17.11
czujnik1,24.54, czujnik2,42.64, czujnik3,16.28
czujnik1,23.18, czujnik2,38.23, czujnik3,17.52
czujnik1,23.28, czujnik2,38.57, czujnik3,16.29
czujnik1,38.16, czujnik2,42.50, czujnik3,16.28
czujnik1,37.76, czujnik2,40.54, czujnik3,16.29
czujnik1,23.16, czujnik2,42.60, czujnik3,16.29
czujnik1,37.70, czujnik2,38.11, czujnik3,16.68
czujnik1,37.70, czujnik2,38.21, czujnik3,16.29
czujnik1,38.16, czujnik2,38.21, czujnik3,16.70
czujnik1,37.65, czujnik2,38.21, czujnik3,16.70
czujnik1,37.74, czujnik2,40.31, czujnik3,16.28
czujnik1,37.76, czujnik2,38.21, czujnik3,16.29
czujnik1,37.72, czujnik2,39.49, czujnik3,16.29
czujnik1,37.65, czujnik2,41.79, czujnik3,17.52
czujnik1,37.77, czujnik2,42.98, czujnik3,17.98
