czujnik1,26.24, czujnik2,38.93, czujnik3,27.93
czujnik1,26.80, czujnik2,39.49, czujnik3,27.89
czujnik1,24.56, czujnik2,39.49, czujnik3,28.01
czujnik1,25.43, czujnik2,30.00, czujnik3,28.13
czujnik1,25.10, czujnik2,27.57, czujnik3,28.40
czujnik1,26.07, czujnik2,30.54, czujnik3,27.62
czujnik1,24.69, czujnik2,39.97, czujnik3,37.84
czujnik1,24.69, czujnik2,38.57, czujnik3,28.95
czujnik1,25.63, czujnik2,39.08, czujnik3,37.70
czujnik1,24.76, czujnik2,39.52, czujnik3,37.77
czujnik1,24.18, czujnik2,39.08, czujnik3,37.77
czujnik1,24.18, czujnik2,38.96, czujnik3,37.77
czujnik1,23.89, czujnik2,39.49, czujnik3,37.28
czujnik1,24.74, czujnik2,38.67, czujnik3,37.41
czujnik1,24.23, czujnik2,38.64, czujnik3,37.81
czujnik1,24.64, czujnik2,39.39, czujnik3,37.36
czujnik1,23.93, czujnik2,38.67, czujnik3,30.53
czujnik1,24.37, czujnik2,39.08, czujnik3,37.84
czujnik1,24.23, czujnik2,38.66, czujnik3,37.43
czujnik1,24.22, czujnik2,38.55, czujnik3,37.79
czujnik1,24.27, czujnik2,38.67, czujnik3,37.31
czujnik1,24.29, czujnik2,38.71, czujnik3,37.84
czujnik1,24.18, czujnik2,38.69, czujnik3,37.40
czujnik1,24.18, czujnik2,38.96, czujnik3,37.81
czujnik1,24.69, czujnik2,39.54, czujnik3,37.24
czujnik1,25.14, czujnik2,38.21, czujnik3,37.36
czujnik1,24.57, czujnik2,38.21, czujnik3,37.77
czujnik1,25.44, czujnik2,38.57, czujnik3,37.79
czujnik1,24.69, czujnik2,38.62, czujnik3,37.67
czujnik1,24.71, czujnik2,38.21, czujnik3,37.38
czujnik1,25.05, czujnik2,38.62, czujnik3,37.43
czujnik1,26.29, czujnik2,38.11, czujnik3,37.79
czujnik1,25.97, czujnik2,39.97, czujnik3,37.26
czujnik1,25.99, czujnik2,38.66, czujnik3,37.81
czujnik1,25.92, czujnik2,30.12, czujnik3,37.45
czujnik1,39.52, czujnik2,26.68, czujnik3,37.45
czujnik1,38.66, czujnik2,26.73, czujnik3,37.76
czujnik1,39.05, czujnik2,26.00, czujnik3,37.81
czujnik1,38.59, czujnik2,25.97, czujnik3,37.79
czujnik1,38.69, czujnik2,25.87, czujnik3,37.79
czujnik1,28.11, czujnik2,25.88, czujnik3,37.33
czujnik1,39.52, czujnik2,25.99, czujnik3,37.79
czujnik1,39.03, czujnik2,25.99, czujnik3,37.82
czujnik1,39.15, czujnik2,26.33, czujnik3,37.84
czujnik1,26.85, czujnik2,25.94, czujnik3,37.74
czujnik1,39.12, czujnik2,26.53, czujnik3,37.84
czujnik1,41.89, czujnik2,26.50, czujnik3,38.27
czujnik1,39.95, czujnik2,26.38, czujnik3,38.23
czujnik1,47.70, czujnik2,26.38, czujnik3,38.13
czujnik1,39.51, czujnik2,27.31, czujnik3,38.21
czujnik1,38.52, czujnik2,26.48, czujnik3,37.84
czujnik1,39.54, czujnik2,27.19, czujnik3,38.25
czujnik1,39.13, czujnik2,26.34, czujnik3,37.74
czujnik1,39.51, czujnik2,26.09, czujnik3,38.25
czujnik1,39.03, czujnik2,26.07, czujnik3,38.20
czujnik1,39.56, czujnik2,25.95, czujnik3,37.86
czujnik1,39.52, czujnik2,25.92, czujnik3,37.74
czujnik1,38.72, czujnik2,26.07, czujnik3,37.84
czujnik1,38.55, czujnik2,26.07, czujnik3,37.84
czujnik1,39.06, czujnik2,25.97, czujnik3,38.20
czujnik1,39.13, czujnik2,26.84, czujnik3,37.74
czujnik1,39.08, czujnik2,26.50, czujnik3,38.25
czujnik1,38.96, czujnik2,26.04, czujnik3,37.84
czujnik1,39.93, czujnik2,25.87, czujnik3,37.81
czujnik1,39.08, czujnik2,26.73, czujnik3,37.30
czujnik1,39.49, czujnik2,26.39, czujnik3,37.40
czujnik1,41.11, czujnik2,26.39, czujnik3,37.41
czujnik1,39.08, czujnik2,26.29, czujnik3,37.38
czujnik1,39.10, czujnik2,26.24, czujnik3,37.30
czujnik1,39.56, czujnik2,26.34, czujnik3,37.82
czujnik1,39.42, czujnik2,27.16, czujnik3,37.41
czujnik1,39.95, czujnik2,26.65, czujnik3,37.79
czujnik1,39.57, czujnik2,26.19, czujnik3,37.70
czujnik1,39.47, czujnik2,26.36, czujnik3,37.38
czujnik1,39.01, czujnik2,26.80, czujnik3,37.38
czujnik1,38.69, czujnik2,25.83, czujnik3,37.79
czujnik1,39.49, czujnik2,26.68, czujnik3,37.28
czujnik1,39.10, czujnik2,26.34, czujnik3,37.84
czujnik1,46.87, czujnik2,26.75, czujnik3,37.84
czujnik1,39.52, czujnik2,26.19, czujnik3,37.74
czujnik1,39.57, czujnik2,26.63, czujnik3,37.69
czujnik1,39.93, czujnik2,27.55, czujnik3,37.79
czujnik1,38.98, czujnik2,27.50, czujnik3,37.79
czujnik1,39.98, czujnik2,27.82, czujnik3,38.23
czujnik1,39.93, czujnik2,26.94, czujnik3,37.69
czujnik1,39.52, czujnik2,27.98, czujnik3,37.77
czujnik1,39.42, czujnik2,27.14, czujnik3,37.79
czujnik1,39.10, czujnik2,26.63, czujnik3,37.84
czujnik1,39.12, czujnik2,26.22, czujnik3,37.28
czujnik1,40.34, czujnik2,27.19, czujnik3,37.74
czujnik1,38.55, czujnik2,26.73, czujnik3,37.79
czujnik1,39.08, czujnik2,27.06, czujnik3,37.79
czujnik1,39.93, czujnik2,26.55, czujnik3,37.69
