7czujnik1,7.50, czujnik2,9.17, czujnik3,39.64
czujnik1,7.16, czujnik2,9.35, czujnik3,39.32
czujnik1,7.60, czujnik2,9.30, czujnik3,38.79
czujnik1,7.50, czujnik2,9.71, czujnik3,38.88
czujnik1,7.47, czujnik2,9.63, czujnik3,39.20
czujnik1,7.50, czujnik2,9.81, czujnik3,38.86
czujnik1,7.50, czujnik2,9.25, czujnik3,38.88
czujnik1,7.60, czujnik2,9.69, czujnik3,38.76
czujnik1,7.62, czujnik2,9.81, czujnik3,38.86
czujnik1,7.52, czujnik2,9.71, czujnik3,38.88
czujnik1,7.14, czujnik2,9.61, czujnik3,38.91
czujnik1,7.16, czujnik2,9.20, czujnik3,38.45
czujnik1,7.04, czujnik2,9.34, czujnik3,38.93
czujnik1,7.04, czujnik2,9.20, czujnik3,39.32
czujnik1,7.14, czujnik2,9.25, czujnik3,39.23
czujnik1,7.16, czujnik2,9.30, czujnik3,39.34
czujnik1,7.50, czujnik2,8.89, czujnik3,38.47
czujnik1,7.14, czujnik2,9.20, czujnik3,38.91
czujnik1,7.14, czujnik2,9.15, czujnik3,39.23
czujnik1,7.16, czujnik2,9.30, czujnik3,38.93
czujnik1,7.04, czujnik2,9.20, czujnik3,38.93
czujnik1,7.16, czujnik2,8.84, czujnik3,38.81
czujnik1,7.60, czujnik2,9.30, czujnik3,39.34
czujnik1,7.04, czujnik2,9.30, czujnik3,38.88
czujnik1,7.50, czujnik2,9.18, czujnik3,38.93
czujnik1,7.14, czujnik2,9.20, czujnik3,38.81
czujnik1,7.16, czujnik2,9.25, czujnik3,38.89
czujnik1,7.04, czujnik2,9.22, czujnik3,39.68
czujnik1,7.14, czujnik2,9.63, czujnik3,39.20
czujnik1,7.16, czujnik2,9.71, czujnik3,39.34
czujnik1,7.04, czujnik2,9.71, czujnik3,38.91
czujnik1,7.04, czujnik2,9.25, czujnik3,38.91
czujnik1,7.60, czujnik2,9.15, czujnik3,38.78
czujnik1,7.16, czujnik2,8.95, czujnik3,38.88
czujnik1,7.04, czujnik2,9.30, czujnik3,38.89
czujnik1,7.16, czujnik2,9.20, czujnik3,38.78
czujnik1,7.14, czujnik2,9.25, czujnik3,38.88
czujnik1,7.04, czujnik2,9.35, czujnik3,38.88
czujnik1,7.04, czujnik2,9.20, czujnik3,38.91
czujnik1,7.16, czujnik2,9.20, czujnik3,39.23
czujnik1,7.16, czujnik2,9.25, czujnik3,38.88
czujnik1,7.06, czujnik2,9.30, czujnik3,39.34
czujnik1,7.14, czujnik2,9.18, czujnik3,38.89
czujnik1,7.14, czujnik2,9.23, czujnik3,39.20
czujnik1,7.04, czujnik2,8.89, czujnik3,40.15
czujnik1,7.04, czujnik2,8.84, czujnik3,39.30
czujnik1,7.16, czujnik2,9.15, czujnik3,39.17
czujnik1,7.14, czujnik2,9.35, czujnik3,38.89
czujnik1,7.04, czujnik2,9.30, czujnik3,39.29
czujnik1,7.16, czujnik2,9.15, czujnik3,39.30
czujnik1,7.16, czujnik2,9.18, czujnik3,38.78
czujnik1,7.16, czujnik2,9.30, czujnik3,38.89
czujnik1,7.04, czujnik2,9.23, czujnik3,38.88
czujnik1,7.16, czujnik2,9.18, czujnik3,39.18
czujnik1,7.14, czujnik2,9.76, czujnik3,39.32
czujnik1,7.04, czujnik2,8.95, czujnik3,38.93
czujnik1,7.04, czujnik2,8.79, czujnik3,38.47
czujnik1,7.16, czujnik2,8.84, czujnik3,38.83
czujnik1,7.14, czujnik2,9.34, czujnik3,38.86
czujnik1,7.04, czujnik2,9.22, czujnik3,39.29
czujnik1,7.16, czujnik2,9.20, czujnik3,38.78
czujnik1,7.14, czujnik2,9.30, czujnik3,39.74
czujnik1,7.04, czujnik2,9.71, czujnik3,38.86
czujnik1,7.04, czujnik2,8.79, czujnik3,39.73
czujnik1,7.14, czujnik2,9.20, czujnik3,38.35
czujnik1,7.57, czujnik2,9.30, czujnik3,38.91
czujnik1,7.04, czujnik2,9.30, czujnik3,39.32
czujnik1,7.14, czujnik2,9.61, czujnik3,39.20
czujnik1,7.14, czujnik2,9.61, czujnik3,39.32
czujnik1,7.06, czujnik2,9.71, czujnik3,38.88
czujnik1,7.04, czujnik2,8.79, czujnik3,38.91
czujnik1,7.14, czujnik2,9.18, czujnik3,39.23
czujnik1,7.14, czujnik2,9.30, czujnik3,39.34
czujnik1,7.04, czujnik2,8.89, czujnik3,38.91
czujnik1,7.16, czujnik2,9.61, czujnik3,39.34
czujnik1,7.14, czujnik2,9.15, czujnik3,39.22
czujnik1,7.04, czujnik2,9.30, czujnik3,39.34
czujnik1,7.04, czujnik2,9.15, czujnik3,39.32
czujnik1,7.14, czujnik2,9.20, czujnik3,39.22
czujnik1,7.14, czujnik2,9.30, czujnik3,39.34
czujnik1,7.04, czujnik2,9.76, czujnik3,38.91
czujnik1,7.14, czujnik2,9.18, czujnik3,38.93
czujnik1,7.16, czujnik2,9.64, czujnik3,39.20
czujnik1,7.16, czujnik2,8.89, czujnik3,39.30
czujnik1,7.06, czujnik2,9.20, czujnik3,39.32
czujnik1,7.16, czujnik2,9.18, czujnik3,38.79
czujnik1,7.14, czujnik2,9.29, czujnik3,38.88
czujnik1,7.04, czujnik2,9.71, czujnik3,39.34
czujnik1,7.06, czujnik2,9.25, czujnik3,38.88
czujnik1,7.16, czujnik2,9.20, czujnik3,39.17
czujnik1,7.14, czujnik2,9.35, czujnik3,39.34
czujnik1,7.50, czujnik2,9.20, czujnik3,38.88
czujnik1,7.14, czujnik2,9.20, czujnik3,38.78
czujnik1,7.14, czujnik2,9.25, czujnik3,38.88
czujnik1,7.04, czujnik2,9.71, czujnik3,39.30
czujnik1,7.04, czujnik2,9.25, czujnik3,38.88
czujnik1,7.16, czujnik2,9.25, czujnik3,39.23
czujnik1,7.14, czujnik2,9.25, czujnik3,38.88
czujnik1,7.06, czujnik2,9.35, czujnik3,39.34
czujnik1,7.14, czujnik2,9.15, czujnik3,39.61
jnik2,8.59, czujnik3,38.88
czujnik1,7.14, czujnik2,8.54, czujnik3,38.89
czujnik1,7.26, czujnik2,8.49, czujnik3,39.23
