3czujnik1,41.56, czujnik2,38.71, czujnik3,37.84
czujnik1,39.08, czujnik2,40.73, czujnik3,37.86
czujnik1,39.63, czujnik2,39.12, czujnik3,37.79
czujnik1,39.49, czujnik2,39.12, czujnik3,37.84
czujnik1,39.15, czujnik2,39.47, czujnik3,37.31
czujnik1,40.03, czujnik2,40.75, czujnik3,28.25
czujnik1,40.32, czujnik2,39.56, czujnik3,25.99
czujnik1,39.66, czujnik2,38.55, czujnik3,25.56
czujnik1,40.05, czujnik2,39.12, czujnik3,25.05
czujnik1,39.63, czujnik2,41.29, czujnik3,24.64
czujnik1,39.95, czujnik2,40.87, czujnik3,24.76
czujnik1,41.12, czujnik2,39.88, czujnik3,25.61
czujnik1,40.07, czujnik2,39.98, czujnik3,25.51
czujnik1,39.22, czujnik2,39.59, czujnik3,25.07
czujnik1,39.49, czujnik2,39.57, czujnik3,25.58
czujnik1,48.18, czujnik2,39.01, czujnik3,25.56
czujnik1,39.20, czujnik2,38.67, czujnik3,25.87
czujnik1,40.37, czujnik2,38.71, czujnik3,26.70
czujnik1,39.95, czujnik2,38.66, czujnik3,26.41
czujnik1,39.63, czujnik2,39.44, czujnik3,25.97
czujnik1,40.87, czujnik2,39.52, czujnik3,26.73
czujnik1,39.61, czujnik2,39.10, czujnik3,25.46
czujnik1,39.88, czujnik2,39.08, czujnik3,26.02
czujnik1,39.59, czujnik2,39.42, czujnik3,25.15
czujnik1,40.46, czujnik2,39.54, czujnik3,25.05
czujnik1,47.04, czujnik2,39.57, czujnik3,25.07
czujnik1,39.56, czujnik2,39.57, czujnik3,25.17
czujnik1,39.64, czujnik2,39.01, czujnik3,26.04
czujnik1,39.52, czujnik2,39.13, czujnik3,25.94
czujnik1,41.28, czujnik2,39.54, czujnik3,25.94
czujnik1,39.03, czujnik2,39.54, czujnik3,26.04
czujnik1,39.54, czujnik2,39.42, czujnik3,26.87
czujnik1,39.61, czujnik2,38.66, czujnik3,25.48
czujnik1,44.08, czujnik2,39.10, czujnik3,25.92
czujnik1,39.05, czujnik2,39.12, czujnik3,26.04
czujnik1,39.66, czujnik2,41.21, czujnik3,26.04
czujnik1,39.23, czujnik2,38.67, czujnik3,25.94
czujnik1,39.22, czujnik2,39.08, czujnik3,25.53
czujnik1,40.77, czujnik2,39.51, czujnik3,26.04
czujnik1,39.64, czujnik2,38.55, czujnik3,25.61
czujnik1,39.64, czujnik2,40.37, czujnik3,25.53
czujnik1,46.16, czujnik2,38.67, czujnik3,25.94
czujnik1,45.71, czujnik2,38.67, czujnik3,25.17
czujnik1,39.59, czujnik2,38.98, czujnik3,25.61
czujnik1,39.63, czujnik2,38.62, czujnik3,25.94
czujnik1,39.52, czujnik2,38.62, czujnik3,26.36
czujnik1,39.97, czujnik2,38.67, czujnik3,25.17
czujnik1,41.12, czujnik2,38.98, czujnik3,25.61
czujnik1,40.85, czujnik2,39.12, czujnik3,25.05
czujnik1,40.03, czujnik2,39.08, czujnik3,25.48
czujnik1,39.44, czujnik2,39.54, czujnik3,26.04
czujnik1,39.23, czujnik2,38.59, czujnik3,26.45
czujnik1,40.41, czujnik2,39.56, czujnik3,25.07
czujnik1,39.66, czujnik2,39.08, czujnik3,25.07
czujnik1,39.97, czujnik2,39.95, czujnik3,25.15
czujnik1,39.64, czujnik2,39.91, czujnik3,26.45
czujnik1,39.57, czujnik2,39.10, czujnik3,25.94
czujnik1,39.22, czujnik2,40.44, czujnik3,26.36
czujnik1,39.49, czujnik2,40.83, czujnik3,26.04
czujnik1,39.18, czujnik2,39.42, czujnik3,25.58
czujnik1,39.57, czujnik2,39.13, czujnik3,25.48
czujnik1,39.63, czujnik2,39.54, czujnik3,25.88
czujnik1,39.52, czujnik2,39.49, czujnik3,25.97
czujnik1,39.64, czujnik2,39.44, czujnik3,27.28
czujnik1,39.64, czujnik2,40.80, czujnik3,26.34
czujnik1,44.44, czujnik2,40.00, czujnik3,25.88
czujnik1,39.52, czujnik2,40.41, czujnik3,25.99
czujnik1,48.95, czujnik2,39.01, czujnik3,27.26
czujnik1,39.95, czujnik2,39.54, czujnik3,26.29
czujnik1,40.02, czujnik2,39.54, czujnik3,27.13
czujnik1,39.95, czujnik2,39.08, czujnik3,27.23
czujnik1,40.05, czujnik2,39.88, czujnik3,27.23
czujnik1,39.63, czujnik2,39.15, czujnik3,26.26
czujnik1,40.05, czujnik2,40.44, czujnik3,26.70
czujnik1,43.15, czujnik2,39.13, czujnik3,25.94
czujnik1,39.64, czujnik2,39.01, czujnik3,26.39
czujnik1,46.92, czujnik2,39.13, czujnik3,25.85
czujnik1,39.64, czujnik2,39.54, czujnik3,26.29
czujnik1,40.31, czujnik2,39.13, czujnik3,25.99
czujnik1,50.12, czujnik2,39.42, czujnik3,25.94
czujnik1,46.53, czujnik2,39.54, czujnik3,26.73
czujnik1,40.85, czujnik2,39.12, czujnik3,25.88
czujnik1,40.36, czujnik2,39.13, czujnik3,25.97
czujnik1,44.78, czujnik2,41.21, czujnik3,27.67
czujnik1,44.52, czujnik2,39.12, czujnik3,25.87
czujnik1,44.03, czujnik2,38.66, czujnik3,25.88
czujnik1,42.33, czujnik2,39.56, czujnik3,26.85
czujnik1,39.64, czujnik2,38.57, czujnik3,26.00
czujnik1,50.97, czujnik2,38.67, czujnik3,25.88
czujnik1,39.63, czujnik2,39.52, czujnik3,25.88
czujnik1,39.54, czujnik2,38.66, czujnik3,27.67
czujnik1,40.36, czujnik2,38.57, czujnik3,26.39
czujnik1,40.00, czujnik2,42.07, czujnik3,26.28
