6czujnik1,39.52, czujnik2,39.46, czujnik3,37.82
czujnik1,40.61, czujnik2,39.37, czujnik3,38.25
czujnik1,39.54, czujnik2,38.64, czujnik3,37.84
czujnik1,39.12, czujnik2,39.10, czujnik3,37.79
czujnik1,39.12, czujnik2,38.96, czujnik3,37.84
czujnik1,38.66, czujnik2,38.67, czujnik3,37.79
czujnik1,38.15, czujnik2,39.13, czujnik3,38.25
czujnik1,38.32, czujnik2,38.98, czujnik3,38.21
czujnik1,40.36, czujnik2,38.64, czujnik3,37.70
czujnik1,39.52, czujnik2,38.59, czujnik3,38.23
czujnik1,38.66, czujnik2,39.08, czujnik3,38.25
czujnik1,39.12, czujnik2,38.95, czujnik3,38.25
czujnik1,39.56, czujnik2,39.03, czujnik3,37.69
czujnik1,27.91, czujnik2,28.64, czujnik3,37.79
czujnik1,29.08, czujnik2,29.57, czujnik3,37.79
czujnik1,41.85, czujnik2,38.08, czujnik3,37.79
czujnik1,39.12, czujnik2,38.66, czujnik3,38.13
czujnik1,39.98, czujnik2,39.10, czujnik3,37.81
czujnik1,41.45, czujnik2,39.91, czujnik3,37.81
czujnik1,39.95, czujnik2,38.98, czujnik3,37.79
czujnik1,39.56, czujnik2,38.67, czujnik3,37.70
czujnik1,39.13, czujnik2,38.62, czujnik3,37.84
czujnik1,39.05, czujnik2,38.62, czujnik3,38.25
czujnik1,41.41, czujnik2,38.93, czujnik3,37.79
czujnik1,40.29, czujnik2,41.17, czujnik3,37.74
czujnik1,39.51, czujnik2,38.64, czujnik3,37.84
czujnik1,39.88, czujnik2,39.08, czujnik3,29.76
czujnik1,39.52, czujnik2,40.26, czujnik3,38.25
czujnik1,39.13, czujnik2,39.08, czujnik3,37.72
czujnik1,39.46, czujnik2,39.05, czujnik3,37.81
czujnik1,40.71, czujnik2,39.05, czujnik3,38.20
czujnik1,39.95, czujnik2,39.44, czujnik3,38.23
czujnik1,40.34, czujnik2,38.59, czujnik3,37.74
czujnik1,40.39, czujnik2,39.10, czujnik3,38.25
czujnik1,42.28, czujnik2,39.10, czujnik3,38.23
czujnik1,39.52, czujnik2,39.42, czujnik3,37.84
czujnik1,39.52, czujnik2,38.64, czujnik3,38.10
czujnik1,40.71, czujnik2,40.46, czujnik3,38.21
czujnik1,39.44, czujnik2,39.08, czujnik3,38.21
czujnik1,39.05, czujnik2,38.49, czujnik3,38.21
czujnik1,39.56, czujnik2,39.51, czujnik3,37.74
czujnik1,38.66, czujnik2,39.51, czujnik3,38.20
