8czujnik1,38.18, czujnik2,38.66, czujnik3,15.90
czujnik1,38.62, czujnik2,38.25, czujnik3,15.77
czujnik1,38.04, czujnik2,38.57, czujnik3,15.09
czujnik1,38.20, czujnik2,38.66, czujnik3,17.01
czujnik1,38.16, czujnik2,44.93, czujnik3,16.60
czujnik1,38.20, czujnik2,39.08, czujnik3,15.78
czujnik1,38.50, czujnik2,39.97, czujnik3,16.17
czujnik1,37.77, czujnik2,39.44, czujnik3,16.17
czujnik1,38.20, czujnik2,41.65, czujnik3,16.19
czujnik1,38.15, czujnik2,38.67, czujnik3,14.54
czujnik1,38.11, czujnik2,38.21, czujnik3,14.95
czujnik1,38.18, czujnik2,38.11, czujnik3,14.64
czujnik1,38.61, czujnik2,39.12, czujnik3,15.36
czujnik1,38.18, czujnik2,39.98, czujnik3,16.17
czujnik1,37.69, czujnik2,20.60, czujnik3,14.95
czujnik1,38.20, czujnik2,21.31, czujnik3,15.41
czujnik1,38.20, czujnik2,38.23, czujnik3,14.95
czujnik1,38.20, czujnik2,22.23, czujnik3,16.17
czujnik1,38.50, czujnik2,38.23, czujnik3,15.78
czujnik1,38.23, czujnik2,40.29, czujnik3,15.43
czujnik1,38.62, czujnik2,39.13, czujnik3,16.58
czujnik1,38.20, czujnik2,39.52, czujnik3,15.82
czujnik1,38.10, czujnik2,38.25, czujnik3,16.19
czujnik1,38.18, czujnik2,38.55, czujnik3,15.83
czujnik1,38.20, czujnik2,38.25, czujnik3,16.17
czujnik1,38.61, czujnik2,38.27, czujnik3,15.82
czujnik1,38.10, czujnik2,38.25, czujnik3,15.82
czujnik1,38.20, czujnik2,38.16, czujnik3,16.22
czujnik1,38.16, czujnik2,38.67, czujnik3,15.82
czujnik1,38.16, czujnik2,43.45, czujnik3,16.24
czujnik1,38.10, czujnik2,38.67, czujnik3,16.24
czujnik1,38.21, czujnik2,39.00, czujnik3,16.24
czujnik1,37.77, czujnik2,38.67, czujnik3,16.22
czujnik1,37.79, czujnik2,39.54, czujnik3,16.24
czujnik1,38.10, czujnik2,38.27, czujnik3,16.63
czujnik1,38.20, czujnik2,38.52, czujnik3,16.22
czujnik1,38.62, czujnik2,38.21, czujnik3,15.83
czujnik1,38.16, czujnik2,103.59, czujnik3,16.24
czujnik1,37.70, czujnik2,38.25, czujnik3,16.24
czujnik1,38.20, czujnik2,38.59, czujnik3,16.24
czujnik1,38.20, czujnik2,38.25, czujnik3,15.82
czujnik1,38.18, czujnik2,39.12, czujnik3,16.22
czujnik1,38.10, czujnik2,39.12, czujnik3,16.65
czujnik1,38.20, czujnik2,38.11, czujnik3,16.65
czujnik1,38.21, czujnik2,38.25, czujnik3,16.24
czujnik1,38.15, czujnik2,39.13, czujnik3,14.95
czujnik1,38.11, czujnik2,38.66, czujnik3,14.95
czujnik1,38.61, czujnik2,38.10, czujnik3,15.03
czujnik1,38.66, czujnik2,38.66, czujnik3,15.82
czujnik1,38.55, czujnik2,38.64, czujnik3,16.24
czujnik1,38.95, czujnik2,38.66, czujnik3,18.81
czujnik1,38.20, czujnik2,39.42, czujnik3,17.98
czujnik1,38.16, czujnik2,38.64, czujnik3,14.95
czujnik1,38.61, czujnik2,38.67, czujnik3,14.54
czujnik1,38.47, czujnik2,38.23, czujnik3,14.54
czujnik1,38.20, czujnik2,38.13, czujnik3,14.64
czujnik1,38.20, czujnik2,39.51, czujnik3,14.54
czujnik1,38.20, czujnik2,38.25, czujnik3,14.27
czujnik1,38.95, czujnik2,38.27, czujnik3,14.25
czujnik1,38.20, czujnik2,38.10, czujnik3,14.37
czujnik1,38.20, czujnik2,38.67, czujnik3,14.25
czujnik1,38.62, czujnik2,38.23, czujnik3,13.84
czujnik1,38.08, czujnik2,39.10, czujnik3,14.27
czujnik1,38.16, czujnik2,38.57, czujnik3,14.37
czujnik1,39.03, czujnik2,38.67, czujnik3,13.86
czujnik1,38.62, czujnik2,39.10, czujnik3,15.41
czujnik1,38.47, czujnik2,38.66, czujnik3,13.45
czujnik1,38.62, czujnik2,39.42, czujnik3,14.42
czujnik1,38.20, czujnik2,38.21, czujnik3,15.41
czujnik1,38.61, czujnik2,38.21, czujnik3,13.86
czujnik1,38.47, czujnik2,39.49, czujnik3,13.86
czujnik1,38.20, czujnik2,103.15, czujnik3,13.95
czujnik1,38.57, czujnik2,46.39, czujnik3,14.27
czujnik1,38.62, czujnik2,39.08, czujnik3,13.86
czujnik1,38.10, czujnik2,38.64, czujnik3,13.86
czujnik1,38.64, czujnik2,41.14, czujnik3,15.41
czujnik1,38.64, czujnik2,38.67, czujnik3,13.86
czujnik1,38.20, czujnik2,38.23, czujnik3,14.32
czujnik1,38.10, czujnik2,39.10, czujnik3,14.59
czujnik1,38.16, czujnik2,38.98, czujnik3,14.37
czujnik1,39.05, czujnik2,52.55, czujnik3,14.54
czujnik1,38.62, czujnik2,38.21, czujnik3,14.25
czujnik1,38.10, czujnik2,39.10, czujnik3,14.25
czujnik1,38.20, czujnik2,39.42, czujnik3,14.37
czujnik1,38.20, czujnik2,39.08, czujnik3,14.95
czujnik1,38.21, czujnik2,38.23, czujnik3,38.28
czujnik1,38.52, czujnik2,38.66, czujnik3,15.41
czujnik1,38.18, czujnik2,38.55, czujnik3,14.68
czujnik1,38.18, czujnik2,39.93, czujnik3,20.90
czujnik1,38.20, czujnik2,38.64, czujnik3,21.48
czujnik1,38.10, czujnik2,38.23, czujnik3,38.32
czujnik1,38.20, czujnik2,45.19, czujnik3,38.30
czujnik1,38.20, czujnik2,38.23, czujnik3,38.71
czujnik1,38.62, czujnik2,45.17, czujnik3,38.32
czujnik1,38.06, czujnik2,39.10, czujnik3,37.91
czujnik1,38.20, czujnik2,52.53, czujnik3,38.35
czujnik1,38.20, czujnik2,39.10, czujnik3,14.27
czujnik1,38.61, czujnik2,38.23, czujnik3,15.37
czujnik1,38.49, czujnik2,39.10, czujnik3,14.27
czujnik1,38.18, czujnik2,39.44, czujnik3,14.64
