7czujnik1,38.21, czujnik2,38.25, czujnik3,9.90
czujnik1,38.20, czujnik2,38.10, czujnik3,9.76
czujnik1,38.10, czujnik2,38.55, czujnik3,9.95
czujnik1,38.18, czujnik2,39.57, czujnik3,9.69
czujnik1,38.23, czujnik2,42.59, czujnik3,9.05
czujnik1,37.99, czujnik2,38.61, czujnik3,8.78
czujnik1,38.20, czujnik2,38.71, czujnik3,8.11
czujnik1,38.18, czujnik2,39.01, czujnik3,8.86
czujnik1,37.81, czujnik2,109.97, czujnik3,11.60
czujnik1,38.11, czujnik2,39.12, czujnik3,9.80
czujnik1,38.25, czujnik2,38.59, czujnik3,8.11
czujnik1,37.79, czujnik2,39.12, czujnik3,7.18
czujnik1,38.23, czujnik2,38.66, czujnik3,13.03
czujnik1,38.54, czujnik2,39.12, czujnik3,12.67
czujnik1,38.23, czujnik2,39.01, czujnik3,10.61
czujnik1,38.61, czujnik2,39.51, czujnik3,10.99
czujnik1,38.18, czujnik2,38.66, czujnik3,10.53
czujnik1,38.10, czujnik2,38.25, czujnik3,11.39
czujnik1,38.59, czujnik2,39.01, czujnik3,11.90
czujnik1,37.77, czujnik2,38.66, czujnik3,11.80
czujnik1,37.77, czujnik2,41.79, czujnik3,12.28
czujnik1,37.65, czujnik2,46.56, czujnik3,12.43
czujnik1,37.81, czujnik2,50.02, czujnik3,10.87
czujnik1,38.16, czujnik2,39.81, czujnik3,9.95
czujnik1,38.21, czujnik2,39.54, czujnik3,10.36
czujnik1,38.08, czujnik2,38.25, czujnik3,9.85
czujnik1,37.82, czujnik2,39.05, czujnik3,9.54
czujnik1,38.16, czujnik2,39.15, czujnik3,9.39
czujnik1,37.81, czujnik2,38.69, czujnik3,8.98
czujnik1,38.06, czujnik2,40.90, czujnik3,9.44
czujnik1,37.79, czujnik2,40.37, czujnik3,9.03
czujnik1,38.20, czujnik2,38.69, czujnik3,8.45
czujnik1,37.79, czujnik2,45.68, czujnik3,7.59
czujnik1,37.69, czujnik2,40.09, czujnik3,8.57
czujnik1,38.21, czujnik2,39.05, czujnik3,7.70
czujnik1,38.21, czujnik2,38.67, czujnik3,8.88
czujnik1,38.20, czujnik2,38.28, czujnik3,8.88
czujnik1,37.81, czujnik2,38.21, czujnik3,8.50
czujnik1,38.16, czujnik2,39.86, czujnik3,10.12
czujnik1,38.23, czujnik2,44.37, czujnik3,9.64
czujnik1,38.08, czujnik2,47.36, czujnik3,40.46
czujnik1,37.81, czujnik2,39.03, czujnik3,12.11
czujnik1,37.81, czujnik2,45.20, czujnik3,13.69
czujnik1,38.21, czujnik2,43.50, czujnik3,11.09
czujnik1,37.72, czujnik2,38.69, czujnik3,12.72
czujnik1,38.20, czujnik2,38.61, czujnik3,12.47
czujnik1,38.20, czujnik2,41.84, czujnik3,12.41
czujnik1,38.18, czujnik2,39.12, czujnik3,12.52
czujnik1,38.13, czujnik2,38.71, czujnik3,11.68
czujnik1,38.21, czujnik2,38.55, czujnik3,12.26
czujnik1,37.82, czujnik2,40.80, czujnik3,12.21
czujnik1,38.25, czujnik2,39.95, czujnik3,13.96
czujnik1,38.06, czujnik2,38.25, czujnik3,43.25
czujnik1,38.21, czujnik2,39.44, czujnik3,8.98
czujnik1,38.23, czujnik2,40.80, czujnik3,9.29
czujnik1,37.81, czujnik2,39.98, czujnik3,39.35
czujnik1,37.72, czujnik2,42.31, czujnik3,9.39
czujnik1,38.21, czujnik2,39.00, czujnik3,9.80
czujnik1,38.21, czujnik2,39.15, czujnik3,9.64
czujnik1,38.21, czujnik2,55.05, czujnik3,9.64
czujnik1,38.13, czujnik2,39.12, czujnik3,10.87
czujnik1,38.21, czujnik2,42.11, czujnik3,11.34
czujnik1,38.16, czujnik2,39.12, czujnik3,11.19
czujnik1,38.21, czujnik2,38.27, czujnik3,10.71
czujnik1,38.11, czujnik2,42.38, czujnik3,10.41
czujnik1,37.81, czujnik2,39.00, czujnik3,10.83
czujnik1,38.18, czujnik2,39.12, czujnik3,12.06
czujnik1,38.23, czujnik2,38.67, czujnik3,12.06
czujnik1,37.69, czujnik2,39.56, czujnik3,11.65
czujnik1,38.21, czujnik2,44.73, czujnik3,11.75
czujnik1,38.23, czujnik2,50.85, czujnik3,11.65
czujnik1,37.81, czujnik2,49.64, czujnik3,11.60
czujnik1,37.72, czujnik2,39.12, czujnik3,12.47
czujnik1,38.23, czujnik2,39.88, czujnik3,11.17
czujnik1,38.23, czujnik2,38.25, czujnik3,10.22
czujnik1,37.81, czujnik2,40.95, czujnik3,10.20
czujnik1,37.72, czujnik2,45.20, czujnik3,10.73
czujnik1,37.79, czujnik2,44.71, czujnik3,11.60
czujnik1,37.79, czujnik2,48.06, czujnik3,13.23
czujnik1,37.79, czujnik2,38.67, czujnik3,11.96
czujnik1,37.70, czujnik2,41.36, czujnik3,12.77
czujnik1,38.20, czujnik2,39.00, czujnik3,12.87
czujnik1,38.21, czujnik2,41.46, czujnik3,11.09
czujnik1,38.25, czujnik2,38.66, czujnik3,11.09
czujnik1,38.11, czujnik2,38.64, czujnik3,12.01
czujnik1,38.21, czujnik2,41.26, czujnik3,11.70
czujnik1,38.20, czujnik2,39.54, czujnik3,10.78
czujnik1,37.84, czujnik2,38.27, czujnik3,11.60
czujnik1,38.10, czujnik2,38.71, czujnik3,10.82
czujnik1,37.81, czujnik2,41.46, czujnik3,11.63
czujnik1,38.59, czujnik2,39.12, czujnik3,11.50
czujnik1,37.81, czujnik2,38.71, czujnik3,10.63
czujnik1,37.70, czujnik2,40.37, czujnik3,14.47
czujnik1,38.21, czujnik2,38.96, czujnik3,14.17
czujnik1,37.81, czujnik2,38.69, czujnik3,11.07
czujnik1,37.79, czujnik2,38.66, czujnik3,11.48
czujnik1,37.69, czujnik2,38.69, czujnik3,11.09
czujnik1,38.18, czujnik2,39.47, czujnik3,13.33
czujnik1,38.18, czujnik2,38.71, czujnik3,10.68
czujnik1,38.21, czujnik2,39.59, czujnik3,11.96
