2czujnik1,38.15, czujnik2,39.59, czujnik3,38.37
czujnik1,38.03, czujnik2,39.12, czujnik3,38.32
czujnik1,38.16, czujnik2,43.84, czujnik3,38.27
czujnik1,38.03, czujnik2,38.25, czujnik3,37.96
czujnik1,38.13, czujnik2,38.98, czujnik3,38.74
czujnik1,38.13, czujnik2,39.98, czujnik3,38.78
czujnik1,38.04, czujnik2,45.60, czujnik3,38.37
czujnik1,38.11, czujnik2,39.01, czujnik3,38.38
czujnik1,37.72, czujnik2,42.48, czujnik3,37.86
czujnik1,38.16, czujnik2,38.67, czujnik3,38.38
czujnik1,38.08, czujnik2,47.28, czujnik3,37.98
czujnik1,38.10, czujnik2,38.52, czujnik3,37.93
czujnik1,38.15, czujnik2,38.66, czujnik3,38.69
czujnik1,38.16, czujnik2,38.71, czujnik3,37.98
czujnik1,38.06, czujnik2,43.96, czujnik3,38.72
czujnik1,38.15, czujnik2,45.54, czujnik3,37.96
czujnik1,38.15, czujnik2,38.20, czujnik3,37.87
czujnik1,38.11, czujnik2,39.06, czujnik3,37.93
czujnik1,38.04, czujnik2,38.69, czujnik3,38.38
czujnik1,38.15, czujnik2,39.90, czujnik3,38.37
czujnik1,38.59, czujnik2,38.21, czujnik3,38.21
czujnik1,38.15, czujnik2,40.05, czujnik3,37.96
czujnik1,38.03, czujnik2,39.13, czujnik3,37.96
czujnik1,38.11, czujnik2,38.57, czujnik3,38.37
czujnik1,37.76, czujnik2,38.25, czujnik3,37.89
czujnik1,37.72, czujnik2,38.66, czujnik3,37.98
czujnik1,38.06, czujnik2,38.71, czujnik3,38.38
czujnik1,37.74, czujnik2,46.75, czujnik3,38.40
czujnik1,38.15, czujnik2,39.59, czujnik3,24.25
czujnik1,38.11, czujnik2,37.79, czujnik3,38.35
czujnik1,38.03, czujnik2,40.03, czujnik3,38.81
czujnik1,38.15, czujnik2,40.31, czujnik3,37.99
czujnik1,38.16, czujnik2,38.66, czujnik3,37.81
czujnik1,38.11, czujnik2,39.08, czujnik3,37.98
czujnik1,38.03, czujnik2,39.12, czujnik3,38.33
czujnik1,38.11, czujnik2,39.47, czujnik3,37.96
czujnik1,38.15, czujnik2,40.43, czujnik3,26.80
czujnik1,38.13, czujnik2,38.62, czujnik3,37.98
czujnik1,37.60, czujnik2,38.21, czujnik3,38.35
czujnik1,38.16, czujnik2,39.93, czujnik3,37.98
czujnik1,38.15, czujnik2,40.00, czujnik3,37.45
czujnik1,37.74, czujnik2,39.54, czujnik3,38.78
