6czujnik1,40.78, czujnik2,23.72, czujnik3,37.38
czujnik1,27.19, czujnik2,25.05, czujnik3,37.38
czujnik1,38.59, czujnik2,38.21, czujnik3,37.79
czujnik1,39.12, czujnik2,38.21, czujnik3,37.77
czujnik1,38.61, czujnik2,25.77, czujnik3,38.21
czujnik1,38.27, czujnik2,25.75, czujnik3,37.81
czujnik1,38.57, czujnik2,38.20, czujnik3,38.21
czujnik1,26.29, czujnik2,38.57, czujnik3,28.72
czujnik1,38.71, czujnik2,26.70, czujnik3,37.67
czujnik1,39.12, czujnik2,38.71, czujnik3,37.77
czujnik1,39.01, czujnik2,38.25, czujnik3,38.21
czujnik1,38.69, czujnik2,39.01, czujnik3,27.43
czujnik1,38.72, czujnik2,38.21, czujnik3,37.69
czujnik1,39.13, czujnik2,39.12, czujnik3,38.23
czujnik1,38.16, czujnik2,38.64, czujnik3,27.47
czujnik1,39.10, czujnik2,38.57, czujnik3,37.36
czujnik1,39.12, czujnik2,38.67, czujnik3,26.99
czujnik1,26.85, czujnik2,38.67, czujnik3,37.36
czujnik1,38.57, czujnik2,38.64, czujnik3,27.50
czujnik1,38.67, czujnik2,38.10, czujnik3,25.31
czujnik1,39.12, czujnik2,39.15, czujnik3,24.80
czujnik1,39.08, czujnik2,39.13, czujnik3,24.80
czujnik1,39.42, czujnik2,38.25, czujnik3,25.73
czujnik1,39.54, czujnik2,38.57, czujnik3,26.65
czujnik1,39.08, czujnik2,38.67, czujnik3,37.69
czujnik1,39.49, czujnik2,38.66, czujnik3,26.53
czujnik1,38.57, czujnik2,38.62, czujnik3,37.79
czujnik1,27.98, czujnik2,39.01, czujnik3,26.22
czujnik1,38.67, czujnik2,39.12, czujnik3,27.01
czujnik1,39.13, czujnik2,39.54, czujnik3,27.04
czujnik1,38.57, czujnik2,38.62, czujnik3,27.14
czujnik1,39.52, czujnik2,38.98, czujnik3,26.72
czujnik1,39.13, czujnik2,39.08, czujnik3,26.11
czujnik1,39.10, czujnik2,40.43, czujnik3,37.82
czujnik1,38.96, czujnik2,24.59, czujnik3,37.77
czujnik1,39.12, czujnik2,24.54, czujnik3,27.65
czujnik1,39.12, czujnik2,25.43, czujnik3,28.37
czujnik1,39.10, czujnik2,25.02, czujnik3,37.79
czujnik1,39.01, czujnik2,27.57, czujnik3,37.33
czujnik1,39.56, czujnik2,38.55, czujnik3,37.79
czujnik1,38.62, czujnik2,27.47, czujnik3,37.67
czujnik1,38.62, czujnik2,39.54, czujnik3,37.82
czujnik1,39.83, czujnik2,39.56, czujnik3,37.82
czujnik1,38.64, czujnik2,38.55, czujnik3,37.82
czujnik1,39.06, czujnik2,28.28, czujnik3,37.74
czujnik1,38.25, czujnik2,39.95, czujnik3,37.84
czujnik1,38.59, czujnik2,39.49, czujnik3,37.82
czujnik1,38.25, czujnik2,38.50, czujnik3,37.84
czujnik1,38.25, czujnik2,39.52, czujnik3,37.74
czujnik1,39.10, czujnik2,39.49, czujnik3,37.79
czujnik1,38.13, czujnik2,39.52, czujnik3,38.25
czujnik1,38.21, czujnik2,39.01, czujnik3,37.82
czujnik1,33.96, czujnik2,38.62, czujnik3,37.67
czujnik1,38.25, czujnik2,40.02, czujnik3,37.82
czujnik1,32.74, czujnik2,39.54, czujnik3,37.82
czujnik1,38.20, czujnik2,38.98, czujnik3,38.23
czujnik1,29.51, czujnik2,39.95, czujnik3,38.13
czujnik1,29.18, czujnik2,38.67, czujnik3,38.23
czujnik1,27.40, czujnik2,27.47, czujnik3,38.21
czujnik1,28.27, czujnik2,28.66, czujnik3,38.20
czujnik1,33.55, czujnik2,39.12, czujnik3,37.72
czujnik1,34.42, czujnik2,27.93, czujnik3,38.18
czujnik1,31.63, czujnik2,39.12, czujnik3,38.20
czujnik1,38.20, czujnik2,39.39, czujnik3,38.25
czujnik1,29.51, czujnik2,39.10, czujnik3,38.15
czujnik1,27.50, czujnik2,38.20, czujnik3,25.15
czujnik1,26.53, czujnik2,39.10, czujnik3,38.23
czujnik1,26.12, czujnik2,38.61, czujnik3,38.20
czujnik1,28.67, czujnik2,39.54, czujnik3,38.15
czujnik1,29.20, czujnik2,39.08, czujnik3,38.23
czujnik1,28.67, czujnik2,39.52, czujnik3,38.21
czujnik1,27.41, czujnik2,38.52, czujnik3,38.25
czujnik1,28.67, czujnik2,39.03, czujnik3,38.10
czujnik1,30.07, czujnik2,38.61, czujnik3,38.20
czujnik1,37.69, czujnik2,38.66, czujnik3,27.41
czujnik1,37.79, czujnik2,38.98, czujnik3,38.23
czujnik1,29.95, czujnik2,38.64, czujnik3,38.10
czujnik1,27.96, czujnik2,38.66, czujnik3,38.67
czujnik1,28.25, czujnik2,38.67, czujnik3,38.23
czujnik1,25.29, czujnik2,39.49, czujnik3,38.25
czujnik1,25.41, czujnik2,37.82, czujnik3,26.02
czujnik1,24.95, czujnik2,38.21, czujnik3,25.15
czujnik1,24.85, czujnik2,38.61, czujnik3,24.80
czujnik1,24.85, czujnik2,39.44, czujnik3,25.26
czujnik1,25.82, czujnik2,38.25, czujnik3,25.15
czujnik1,24.93, czujnik2,38.20, czujnik3,24.69
czujnik1,23.98, czujnik2,38.67, czujnik3,24.39
czujnik1,23.98, czujnik2,37.70, czujnik3,24.80
czujnik1,24.95, czujnik2,38.67, czujnik3,38.18
czujnik1,24.95, czujnik2,38.27, czujnik3,24.73
czujnik1,26.94, czujnik2,38.66, czujnik3,24.37
czujnik1,24.85, czujnik2,39.01, czujnik3,25.73
czujnik1,24.08, czujnik2,38.27, czujnik3,24.69
czujnik1,26.22, czujnik2,38.71, czujnik3,24.29
czujnik1,25.24, czujnik2,37.79, czujnik3,23.96
czujnik1,25.29, czujnik2,38.16, czujnik3,24.83
czujnik1,25.80, czujnik2,38.71, czujnik3,25.15
czujnik1,26.22, czujnik2,38.23, czujnik3,38.25
czujnik1,24.46, czujnik2,38.66, czujnik3,24.42
czujnik1,24.86, czujnik2,37.72, czujnik3,38.30
