1czujnik1,38.15, czujnik2,18.15, czujnik3,16.33
czujnik1,38.15, czujnik2,17.74, czujnik3,16.34
czujnik1,37.79, czujnik2,18.15, czujnik3,16.75
czujnik1,38.04, czujnik2,17.74, czujnik3,16.34
czujnik1,38.21, czujnik2,17.76, czujnik3,16.33
czujnik1,38.20, czujnik2,17.74, czujnik3,16.75
czujnik1,38.06, czujnik2,18.15, czujnik3,15.46
czujnik1,37.79, czujnik2,18.55, czujnik3,15.46
czujnik1,38.15, czujnik2,17.28, czujnik3,15.88
czujnik1,38.16, czujnik2,18.15, czujnik3,15.05
czujnik1,38.11, czujnik2,16.89, czujnik3,15.46
czujnik1,38.16, czujnik2,18.15, czujnik3,15.15
czujnik1,37.77, czujnik2,17.28, czujnik3,15.87
czujnik1,37.77, czujnik2,18.55, czujnik3,15.48
czujnik1,37.67, czujnik2,18.55, czujnik3,14.64
czujnik1,37.79, czujnik2,17.30, czujnik3,15.46
czujnik1,38.18, czujnik2,17.69, czujnik3,15.07
czujnik1,38.18, czujnik2,17.69, czujnik3,15.05
czujnik1,37.67, czujnik2,17.30, czujnik3,16.29
czujnik1,38.21, czujnik2,17.28, czujnik3,14.74
czujnik1,37.79, czujnik2,17.30, czujnik3,15.05
czujnik1,38.21, czujnik2,17.28, czujnik3,14.64
czujnik1,38.11, czujnik2,17.69, czujnik3,14.64
czujnik1,37.81, czujnik2,17.69, czujnik3,14.74
czujnik1,38.20, czujnik2,17.28, czujnik3,15.46
czujnik1,38.16, czujnik2,17.69, czujnik3,15.87
czujnik1,37.69, czujnik2,17.28, czujnik3,14.64
czujnik1,38.20, czujnik2,17.30, czujnik3,16.29
czujnik1,37.79, czujnik2,17.69, czujnik3,14.64
czujnik1,37.77, czujnik2,18.10, czujnik3,14.63
czujnik1,37.67, czujnik2,17.23, czujnik3,17.52
czujnik1,37.79, czujnik2,17.23, czujnik3,17.98
czujnik1,37.74, czujnik2,16.82, czujnik3,14.64
czujnik1,37.79, czujnik2,16.82, czujnik3,17.14
czujnik1,37.65, czujnik2,16.82, czujnik3,15.51
czujnik1,37.81, czujnik2,17.23, czujnik3,15.92
czujnik1,37.76, czujnik2,16.82, czujnik3,14.64
czujnik1,38.16, czujnik2,17.23, czujnik3,14.63
czujnik1,37.67, czujnik2,17.64, czujnik3,15.05
czujnik1,37.79, czujnik2,17.19, czujnik3,14.47
czujnik1,37.79, czujnik2,17.23, czujnik3,18.81
czujnik1,37.76, czujnik2,18.04, czujnik3,16.34
czujnik1,37.69, czujnik2,18.45, czujnik3,20.07
czujnik1,37.77, czujnik2,18.04, czujnik3,20.90
czujnik1,37.77, czujnik2,16.82, czujnik3,19.97
czujnik1,37.76, czujnik2,18.91, czujnik3,18.03
czujnik1,37.65, czujnik2,17.65, czujnik3,19.68
czujnik1,37.79, czujnik2,16.82, czujnik3,18.44
czujnik1,37.79, czujnik2,17.65, czujnik3,19.57
czujnik1,38.15, czujnik2,16.82, czujnik3,18.84
czujnik1,37.70, czujnik2,16.41, czujnik3,19.25
czujnik1,38.18, czujnik2,16.82, czujnik3,20.09
czujnik1,37.79, czujnik2,18.06, czujnik3,19.57
czujnik1,38.16, czujnik2,16.82, czujnik3,19.66
czujnik1,38.10, czujnik2,16.41, czujnik3,19.25
czujnik1,37.79, czujnik2,16.82, czujnik3,18.03
czujnik1,37.79, czujnik2,16.82, czujnik3,19.25
czujnik1,37.76, czujnik2,17.24, czujnik3,18.44
czujnik1,37.70, czujnik2,16.41, czujnik3,20.07
czujnik1,37.77, czujnik2,17.24, czujnik3,18.44
czujnik1,37.79, czujnik2,16.82, czujnik3,19.57
czujnik1,38.16, czujnik2,16.41, czujnik3,20.09
czujnik1,37.69, czujnik2,17.64, czujnik3,19.66
czujnik1,37.77, czujnik2,17.23, czujnik3,19.25
czujnik1,37.79, czujnik2,17.23, czujnik3,19.25
czujnik1,38.15, czujnik2,17.64, czujnik3,19.27
