6czujnik1,38.18, czujnik2,18.50, czujnik3,17.06
czujnik1,24.15, czujnik2,21.53, czujnik3,20.09
czujnik1,20.70, czujnik2,17.76, czujnik3,18.38
czujnik1,38.06, czujnik2,22.45, czujnik3,20.58
czujnik1,37.74, czujnik2,24.25, czujnik3,20.49
czujnik1,38.61, czujnik2,37.38, czujnik3,19.30
czujnik1,37.65, czujnik2,26.79, czujnik3,20.54
czujnik1,38.16, czujnik2,18.52, czujnik3,17.47
czujnik1,37.76, czujnik2,19.69, czujnik3,18.79
czujnik1,37.72, czujnik2,19.74, czujnik3,30.83
czujnik1,37.64, czujnik2,18.04, czujnik3,19.20
czujnik1,37.76, czujnik2,18.52, czujnik3,28.03
czujnik1,38.16, czujnik2,18.50, czujnik3,28.33
czujnik1,38.18, czujnik2,18.52, czujnik3,20.49
czujnik1,38.06, czujnik2,20.61, czujnik3,31.26
czujnik1,38.18, czujnik2,18.52, czujnik3,17.77
czujnik1,38.16, czujnik2,22.24, czujnik3,19.01
czujnik1,38.16, czujnik2,23.06, czujnik3,19.78
czujnik1,38.06, czujnik2,22.64, czujnik3,16.90
czujnik1,38.57, czujnik2,23.78, czujnik3,19.27
czujnik1,38.52, czujnik2,20.17, czujnik3,17.36
czujnik1,38.55, czujnik2,22.24, czujnik3,20.17
czujnik1,38.47, czujnik2,26.39, czujnik3,16.12
czujnik1,38.16, czujnik2,23.37, czujnik3,18.61
czujnik1,38.98, czujnik2,27.09, czujnik3,19.30
czujnik1,38.59, czujnik2,27.65, czujnik3,17.36
czujnik1,38.06, czujnik2,24.69, czujnik3,19.78
czujnik1,38.11, czujnik2,37.30, czujnik3,16.90
czujnik1,38.54, czujnik2,23.44, czujnik3,20.03
czujnik1,38.16, czujnik2,23.83, czujnik3,20.24
czujnik1,38.08, czujnik2,37.40, czujnik3,18.18
czujnik1,38.18, czujnik2,37.30, czujnik3,16.48
czujnik1,38.16, czujnik2,25.83, czujnik3,16.48
czujnik1,38.18, czujnik2,24.23, czujnik3,16.48
czujnik1,38.06, czujnik2,26.34, czujnik3,19.78
czujnik1,38.16, czujnik2,37.31, czujnik3,16.50
czujnik1,38.16, czujnik2,20.26, czujnik3,20.54
czujnik1,38.16, czujnik2,23.42, czujnik3,19.30
czujnik1,38.47, czujnik2,21.73, czujnik3,20.63
czujnik1,38.55, czujnik2,29.18, czujnik3,18.38
czujnik1,38.18, czujnik2,37.82, czujnik3,19.56
czujnik1,38.61, czujnik2,24.23, czujnik3,20.95
czujnik1,38.08, czujnik2,27.57, czujnik3,19.27
czujnik1,38.20, czujnik2,20.97, czujnik3,19.25
czujnik1,37.76, czujnik2,18.62, czujnik3,20.95
czujnik1,37.76, czujnik2,37.36, czujnik3,19.20
czujnik1,37.65, czujnik2,28.01, czujnik3,19.71
czujnik1,38.16, czujnik2,38.62, czujnik3,17.76
czujnik1,38.16, czujnik2,26.68, czujnik3,19.63
czujnik1,38.16, czujnik2,27.19, czujnik3,16.96
czujnik1,38.06, czujnik2,30.12, czujnik3,19.35
czujnik1,38.55, czujnik2,25.43, czujnik3,20.14
czujnik1,38.18, czujnik2,37.86, czujnik3,20.03
czujnik1,38.55, czujnik2,36.97, czujnik3,17.35
czujnik1,38.06, czujnik2,30.12, czujnik3,16.53
czujnik1,38.57, czujnik2,25.83, czujnik3,16.55
czujnik1,38.59, czujnik2,29.18, czujnik3,16.53
czujnik1,38.18, czujnik2,21.73, czujnik3,16.96
czujnik1,38.06, czujnik2,28.01, czujnik3,19.73
czujnik1,38.18, czujnik2,22.91, czujnik3,17.38
czujnik1,38.59, czujnik2,25.80, czujnik3,16.94
czujnik1,38.18, czujnik2,21.33, czujnik3,16.14
czujnik1,38.45, czujnik2,22.53, czujnik3,16.53
czujnik1,38.18, czujnik2,27.50, czujnik3,16.96
czujnik1,38.61, czujnik2,37.40, czujnik3,19.63
czujnik1,38.16, czujnik2,22.48, czujnik3,19.71
czujnik1,38.06, czujnik2,28.83, czujnik3,16.55
czujnik1,38.57, czujnik2,25.34, czujnik3,20.65
czujnik1,38.59, czujnik2,25.77, czujnik3,19.61
czujnik1,38.16, czujnik2,20.41, czujnik3,20.14
czujnik1,38.49, czujnik2,27.55, czujnik3,20.60
czujnik1,38.18, czujnik2,22.40, czujnik3,19.71
czujnik1,38.16, czujnik2,21.63, czujnik3,16.96
czujnik1,38.59, czujnik2,29.54, czujnik3,17.35
czujnik1,37.64, czujnik2,36.97, czujnik3,19.20
czujnik1,38.18, czujnik2,37.28, czujnik3,20.97
czujnik1,37.74, czujnik2,26.58, czujnik3,20.39
czujnik1,37.72, czujnik2,38.66, czujnik3,21.77
czujnik1,38.06, czujnik2,37.81, czujnik3,22.67
czujnik1,37.77, czujnik2,23.21, czujnik3,22.24
czujnik1,37.77, czujnik2,38.25, czujnik3,18.79
czujnik1,37.70, czujnik2,27.96, czujnik3,20.49
czujnik1,37.64, czujnik2,25.85, czujnik3,19.68
czujnik1,37.74, czujnik2,27.41, czujnik3,18.38
czujnik1,38.61, czujnik2,39.54, czujnik3,20.39
czujnik1,37.76, czujnik2,37.38, czujnik3,20.49
czujnik1,37.67, czujnik2,26.28, czujnik3,19.20
czujnik1,37.77, czujnik2,23.27, czujnik3,16.96
czujnik1,38.18, czujnik2,36.56, czujnik3,19.56
czujnik1,38.15, czujnik2,37.43, czujnik3,16.53
czujnik1,38.06, czujnik2,23.37, czujnik3,18.18
czujnik1,38.16, czujnik2,38.61, czujnik3,19.25
czujnik1,38.16, czujnik2,36.99, czujnik3,21.77
czujnik1,37.77, czujnik2,37.38, czujnik3,22.23
czujnik1,37.65, czujnik2,27.98, czujnik3,20.07
czujnik1,37.74, czujnik2,23.67, czujnik3,19.22
czujnik1,38.16, czujnik2,24.49, czujnik3,21.31
czujnik1,38.20, czujnik2,22.55, czujnik3,20.58
czujnik1,38.06, czujnik2,22.50, czujnik3,20.60
czujnik1,38.15, czujnik2,22.45, czujnik3,21.00
