czujnik1,38.16, czujnik2,40.97, czujnik3,10.07
czujnik1,37.69, czujnik2,38.23, czujnik3,39.18
czujnik1,37.76, czujnik2,44.54, czujnik3,39.59
czujnik1,37.98, czujnik2,42.89, czujnik3,39.22
czujnik1,38.18, czujnik2,38.55, czujnik3,38.76
czujnik1,37.98, czujnik2,43.76, czujnik3,39.95
czujnik1,37.69, czujnik2,41.48, czujnik3,39.25
czujnik1,37.76, czujnik2,38.59, czujnik3,39.68
czujnik1,38.16, czujnik2,43.89, czujnik3,39.93
czujnik1,38.21, czujnik2,41.87, czujnik3,39.23
czujnik1,37.69, czujnik2,38.25, czujnik3,40.03
czujnik1,37.77, czujnik2,38.96, czujnik3,38.78
czujnik1,38.18, czujnik2,39.54, czujnik3,38.72
czujnik1,38.16, czujnik2,40.73, czujnik3,38.81
czujnik1,37.69, czujnik2,38.64, czujnik3,19.03
czujnik1,38.15, czujnik2,38.54, czujnik3,39.66
czujnik1,38.21, czujnik2,38.20, czujnik3,39.56
czujnik1,38.16, czujnik2,38.67, czujnik3,14.90
czujnik1,38.04, czujnik2,39.10, czujnik3,40.92
czujnik1,38.21, czujnik2,43.45, czujnik3,13.91
czujnik1,38.21, czujnik2,38.23, czujnik3,16.19
czujnik1,37.77, czujnik2,43.18, czujnik3,13.81
czujnik1,38.06, czujnik2,39.06, czujnik3,14.22
czujnik1,37.76, czujnik2,38.10, czujnik3,14.35
czujnik1,38.20, czujnik2,39.46, czujnik3,15.37
czujnik1,38.20, czujnik2,38.25, czujnik3,14.49
czujnik1,38.11, czujnik2,39.46, czujnik3,39.29
czujnik1,38.15, czujnik2,40.24, czujnik3,40.02
czujnik1,37.77, czujnik2,38.64, czujnik3,38.72
czujnik1,38.15, czujnik2,41.85, czujnik3,13.10
czujnik1,38.04, czujnik2,16.92, czujnik3,14.32
czujnik1,38.21, czujnik2,17.35, czujnik3,12.31
czujnik1,38.18, czujnik2,17.35, czujnik3,11.80
czujnik1,38.18, czujnik2,17.33, czujnik3,11.38
czujnik1,38.06, czujnik2,16.92, czujnik3,11.80
czujnik1,38.20, czujnik2,16.05, czujnik3,11.90
czujnik1,38.16, czujnik2,17.33, czujnik3,11.38
czujnik1,38.16, czujnik2,16.89, czujnik3,11.75
czujnik1,37.67, czujnik2,16.48, czujnik3,12.21
czujnik1,38.18, czujnik2,16.07, czujnik3,11.90
czujnik1,37.79, czujnik2,15.66, czujnik3,11.38
czujnik1,38.16, czujnik2,16.94, czujnik3,11.39
czujnik1,38.11, czujnik2,16.12, czujnik3,11.39
czujnik1,37.76, czujnik2,18.27, czujnik3,11.50
czujnik1,37.79, czujnik2,16.53, czujnik3,12.26
czujnik1,38.15, czujnik2,16.11, czujnik3,11.85
czujnik1,38.11, czujnik2,16.51, czujnik3,11.38
czujnik1,38.16, czujnik2,16.53, czujnik3,11.50
czujnik1,38.20, czujnik2,16.58, czujnik3,11.80
czujnik1,38.16, czujnik2,16.99, czujnik3,11.39
czujnik1,38.11, czujnik2,17.40, czujnik3,11.80
czujnik1,38.21, czujnik2,18.66, czujnik3,11.50
czujnik1,38.21, czujnik2,15.26, czujnik3,11.80
czujnik1,38.20, czujnik2,17.40, czujnik3,11.80
czujnik1,38.11, czujnik2,16.97, czujnik3,11.39
czujnik1,38.21, czujnik2,17.40, czujnik3,11.90
czujnik1,38.18, czujnik2,39.85, czujnik3,11.80
czujnik1,38.16, czujnik2,16.12, czujnik3,11.80
czujnik1,37.65, czujnik2,17.81, czujnik3,11.80
czujnik1,38.20, czujnik2,16.94, czujnik3,11.50
czujnik1,38.21, czujnik2,16.48, czujnik3,11.80
czujnik1,38.20, czujnik2,15.65, czujnik3,11.39
czujnik1,38.06, czujnik2,15.36, czujnik3,11.38
czujnik1,38.20, czujnik2,16.51, czujnik3,11.50
czujnik1,37.79, czujnik2,15.26, czujnik3,11.80
czujnik1,38.21, czujnik2,16.11, czujnik3,11.80
czujnik1,37.65, czujnik2,15.66, czujnik3,11.79
