czujnik1,84.20, czujnik2,6.92, czujnik3,3.88
czujnik1,40.03, czujnik2,38.86, czujnik3,3.59
czujnik1,89.32, czujnik2,38.84, czujnik3,3.15
czujnik1,41.26, czujnik2,7.98, czujnik3,3.71
czujnik1,41.56, czujnik2,7.84, czujnik3,3.20
czujnik1,40.43, czujnik2,6.70, czujnik3,3.59
czujnik1,41.21, czujnik2,6.60, czujnik3,3.66
czujnik1,40.90, czujnik2,6.19, czujnik3,3.61
czujnik1,40.88, czujnik2,6.29, czujnik3,4.12
czujnik1,92.21, czujnik2,6.29, czujnik3,3.64
czujnik1,89.54, czujnik2,6.65, czujnik3,4.06
czujnik1,40.48, czujnik2,6.29, czujnik3,4.01
czujnik1,44.23, czujnik2,6.75, czujnik3,4.12
czujnik1,40.36, czujnik2,6.63, czujnik3,4.12
czujnik1,45.36, czujnik2,6.65, czujnik3,3.54
czujnik1,40.48, czujnik2,6.75, czujnik3,3.66
czujnik1,41.19, czujnik2,6.34, czujnik3,4.10
czujnik1,47.87, czujnik2,6.24, czujnik3,3.74
czujnik1,41.73, czujnik2,6.34, czujnik3,4.47
czujnik1,40.44, czujnik2,6.34, czujnik3,4.17
czujnik1,40.75, czujnik2,5.92, czujnik3,4.17
czujnik1,40.05, czujnik2,7.04, czujnik3,3.54
czujnik1,47.53, czujnik2,6.75, czujnik3,3.71
czujnik1,40.37, czujnik2,7.16, czujnik3,3.64
czujnik1,42.01, czujnik2,7.04, czujnik3,4.12
czujnik1,40.48, czujnik2,6.75, czujnik3,3.59
czujnik1,40.02, czujnik2,7.16, czujnik3,4.12
czujnik1,41.19, czujnik2,6.34, czujnik3,3.66
czujnik1,41.29, czujnik2,6.65, czujnik3,3.59
czujnik1,44.64, czujnik2,6.34, czujnik3,3.66
czujnik1,40.34, czujnik2,6.75, czujnik3,3.69
czujnik1,89.61, czujnik2,6.65, czujnik3,4.06
czujnik1,40.05, czujnik2,6.24, czujnik3,4.01
czujnik1,40.02, czujnik2,7.16, czujnik3,4.17
czujnik1,43.69, czujnik2,6.75, czujnik3,4.17
czujnik1,41.31, czujnik2,6.63, czujnik3,3.69
czujnik1,39.61, czujnik2,6.75, czujnik3,3.71
czujnik1,40.37, czujnik2,6.75, czujnik3,3.64
czujnik1,39.93, czujnik2,7.06, czujnik3,3.71
czujnik1,40.87, czujnik2,6.24, czujnik3,3.61
czujnik1,46.26, czujnik2,6.34, czujnik3,3.71
czujnik1,45.75, czujnik2,7.16, czujnik3,3.69
czujnik1,44.95, czujnik2,6.65, czujnik3,3.66
czujnik1,41.72, czujnik2,6.75, czujnik3,3.66
czujnik1,40.03, czujnik2,6.75, czujnik3,4.12
czujnik1,47.43, czujnik2,6.24, czujnik3,3.76
czujnik1,40.07, czujnik2,39.34, czujnik3,3.54
czujnik1,41.67, czujnik2,6.34, czujnik3,4.12
czujnik1,41.19, czujnik2,7.16, czujnik3,4.12
czujnik1,41.56, czujnik2,6.24, czujnik3,3.76
czujnik1,47.82, czujnik2,7.06, czujnik3,3.61
czujnik1,40.44, czujnik2,7.21, czujnik3,4.17
czujnik1,40.31, czujnik2,6.75, czujnik3,3.64
czujnik1,43.23, czujnik2,6.65, czujnik3,3.55
czujnik1,40.03, czujnik2,7.62, czujnik3,3.71
czujnik1,40.37, czujnik2,6.33, czujnik3,4.17
czujnik1,44.10, czujnik2,5.83, czujnik3,4.57
czujnik1,40.43, czujnik2,6.65, czujnik3,4.06
czujnik1,40.05, czujnik2,7.21, czujnik3,4.12
czujnik1,39.90, czujnik2,7.62, czujnik3,4.12
czujnik1,40.02, czujnik2,6.24, czujnik3,4.12
czujnik1,49.81, czujnik2,6.33, czujnik3,3.66
czujnik1,39.95, czujnik2,6.34, czujnik3,3.76
czujnik1,41.17, czujnik2,6.65, czujnik3,4.10
czujnik1,40.02, czujnik2,6.24, czujnik3,3.61
czujnik1,42.14, czujnik2,6.75, czujnik3,4.12
czujnik1,41.17, czujnik2,6.34, czujnik3,4.17
czujnik1,39.64, czujnik2,7.52, czujnik3,4.06
czujnik1,41.73, czujnik2,7.14, czujnik3,4.01
czujnik1,39.49, czujnik2,7.21, czujnik3,4.12
czujnik1,40.37, czujnik2,6.65, czujnik3,4.12
czujnik1,40.43, czujnik2,6.24, czujnik3,3.66
czujnik1,41.70, czujnik2,6.75, czujnik3,3.76
czujnik1,40.37, czujnik2,6.34, czujnik3,3.76
czujnik1,45.34, czujnik2,6.70, czujnik3,4.17
czujnik1,40.48, czujnik2,6.75, czujnik3,4.47
czujnik1,47.52, czujnik2,6.34, czujnik3,3.76
czujnik1,39.95, czujnik2,6.68, czujnik3,3.71
czujnik1,41.68, czujnik2,6.65, czujnik3,4.12
czujnik1,41.24, czujnik2,7.21, czujnik3,4.10
czujnik1,39.91, czujnik2,6.75, czujnik3,4.57
czujnik1,40.87, czujnik2,6.68, czujnik3,3.76
czujnik1,40.88, czujnik2,6.34, czujnik3,4.01
czujnik1,47.52, czujnik2,6.80, czujnik3,4.12
czujnik1,40.37, czujnik2,6.34, czujnik3,4.12
czujnik1,42.91, czujnik2,6.24, czujnik3,4.01
czujnik1,40.88, czujnik2,6.34, czujnik3,4.52
czujnik1,40.78, czujnik2,6.34, czujnik3,3.76
czujnik1,40.78, czujnik2,6.24, czujnik3,3.76
czujnik1,40.00, czujnik2,6.34, czujnik3,3.66
czujnik1,40.87, czujnik2,5.94, czujnik3,4.12
czujnik1,45.31, czujnik2,6.75, czujnik3,4.12
czujnik1,39.61, czujnik2,6.24, czujnik3,4.57
czujnik1,41.72, czujnik2,6.34, czujnik3,3.76
czujnik1,46.58, czujnik2,5.94, czujnik3,4.57
czujnik1,39.59, czujnik2,6.24, czujnik3,4.12
czujnik1,39.63, czujnik2,5.95, czujnik3,3.66
czujnik1,45.00, czujnik2,6.39, czujnik3,4.17
czujnik1,46.17, czujnik2,6.80, czujnik3,4.17
czujnik1,39.64, czujnik2,5.88, czujnik3,3.76
