4czujnik1,19.56, czujnik2,22.14, czujnik3,37.99
czujnik1,19.54, czujnik2,22.55, czujnik3,37.94
czujnik1,19.54, czujnik2,22.01, czujnik3,37.99
czujnik1,19.54, czujnik2,22.55, czujnik3,37.81
czujnik1,19.97, czujnik2,24.15, czujnik3,37.57
czujnik1,19.93, czujnik2,22.96, czujnik3,37.57
czujnik1,20.20, czujnik2,23.78, czujnik3,38.37
czujnik1,21.19, czujnik2,24.05, czujnik3,37.57
czujnik1,19.49, czujnik2,26.58, czujnik3,37.82
czujnik1,20.36, czujnik2,22.93, czujnik3,37.59
czujnik1,19.85, czujnik2,38.18, czujnik3,37.98
czujnik1,21.58, czujnik2,40.05, czujnik3,29.35
czujnik1,22.38, czujnik2,41.63, czujnik3,37.86
czujnik1,19.49, czujnik2,39.74, czujnik3,37.93
czujnik1,19.80, czujnik2,39.73, czujnik3,37.53
czujnik1,19.49, czujnik2,40.44, czujnik3,38.35
czujnik1,20.36, czujnik2,27.01, czujnik3,37.87
czujnik1,19.95, czujnik2,39.54, czujnik3,38.35
czujnik1,20.26, czujnik2,26.28, czujnik3,23.93
czujnik1,19.13, czujnik2,40.02, czujnik3,37.94
czujnik1,20.77, czujnik2,39.51, czujnik3,37.87
czujnik1,20.36, czujnik2,24.63, czujnik3,28.03
czujnik1,20.66, czujnik2,41.34, czujnik3,37.98
czujnik1,21.22, czujnik2,39.85, czujnik3,37.99
czujnik1,20.00, czujnik2,38.67, czujnik3,28.03
czujnik1,21.24, czujnik2,39.95, czujnik3,37.94
czujnik1,20.32, czujnik2,24.66, czujnik3,25.20
czujnik1,20.82, czujnik2,40.31, czujnik3,24.39
czujnik1,20.41, czujnik2,39.52, czujnik3,37.89
czujnik1,21.68, czujnik2,39.73, czujnik3,28.44
czujnik1,19.59, czujnik2,40.51, czujnik3,21.16
czujnik1,38.21, czujnik2,39.42, czujnik3,25.24
czujnik1,20.44, czujnik2,41.24, czujnik3,37.87
czujnik1,38.18, czujnik2,38.69, czujnik3,25.15
czujnik1,20.34, czujnik2,40.43, czujnik3,37.99
czujnik1,20.87, czujnik2,38.55, czujnik3,29.46
czujnik1,19.98, czujnik2,38.67, czujnik3,25.56
czujnik1,20.41, czujnik2,38.66, czujnik3,26.77
czujnik1,20.31, czujnik2,40.44, czujnik3,25.66
czujnik1,37.38, czujnik2,40.44, czujnik3,29.35
czujnik1,21.68, czujnik2,38.23, czujnik3,25.58
czujnik1,37.79, czujnik2,24.66, czujnik3,28.47
czujnik1,20.75, czujnik2,39.54, czujnik3,37.98
czujnik1,20.44, czujnik2,39.44, czujnik3,26.48
czujnik1,21.28, czujnik2,38.67, czujnik3,29.71
czujnik1,20.85, czujnik2,38.25, czujnik3,25.97
czujnik1,21.62, czujnik2,38.67, czujnik3,26.07
czujnik1,20.03, czujnik2,40.82, czujnik3,28.52
czujnik1,22.14, czujnik2,40.88, czujnik3,26.38
czujnik1,19.57, czujnik2,38.66, czujnik3,28.01
czujnik1,22.02, czujnik2,40.15, czujnik3,26.89
czujnik1,21.28, czujnik2,24.97, czujnik3,26.85
czujnik1,20.46, czujnik2,38.21, czujnik3,28.89
czujnik1,38.64, czujnik2,22.98, czujnik3,37.93
czujnik1,20.75, czujnik2,38.67, czujnik3,38.38
czujnik1,38.59, czujnik2,39.42, czujnik3,37.98
czujnik1,20.46, czujnik2,40.88, czujnik3,26.79
czujnik1,38.64, czujnik2,40.92, czujnik3,25.60
czujnik1,37.69, czujnik2,39.74, czujnik3,28.16
czujnik1,33.23, czujnik2,38.13, czujnik3,21.21
czujnik1,22.19, czujnik2,22.98, czujnik3,27.67
czujnik1,38.59, czujnik2,38.25, czujnik3,19.56
czujnik1,38.11, czujnik2,22.14, czujnik3,37.94
czujnik1,38.18, czujnik2,21.24, czujnik3,37.98
czujnik1,38.18, czujnik2,20.46, czujnik3,37.84
czujnik1,38.61, czujnik2,22.96, czujnik3,37.94
czujnik1,38.10, czujnik2,22.55, czujnik3,30.17
czujnik1,38.21, czujnik2,20.82, czujnik3,19.97
czujnik1,38.59, czujnik2,22.60, czujnik3,37.87
czujnik1,38.21, czujnik2,20.05, czujnik3,37.98
czujnik1,38.10, czujnik2,19.69, czujnik3,19.66
czujnik1,38.62, czujnik2,19.29, czujnik3,21.36
czujnik1,38.62, czujnik2,19.69, czujnik3,20.80
czujnik1,38.61, czujnik2,20.51, czujnik3,20.44
czujnik1,38.10, czujnik2,23.84, czujnik3,37.53
czujnik1,37.79, czujnik2,22.91, czujnik3,37.52
