9czujnik1,0.00, czujnik2,38.62, czujnik3,27.77
czujnik1,24.61, czujnik2,26.48, czujnik3,37.81
czujnik1,24.08, czujnik2,40.03, czujnik3,37.79
czujnik1,24.05, czujnik2,38.98, czujnik3,38.20
czujnik1,24.59, czujnik2,26.22, czujnik3,37.79
czujnik1,24.18, czujnik2,25.65, czujnik3,37.69
czujnik1,24.17, czujnik2,28.59, czujnik3,38.23
czujnik1,24.44, czujnik2,38.62, czujnik3,26.39
czujnik1,25.31, czujnik2,38.08, czujnik3,26.45
czujnik1,24.54, czujnik2,38.15, czujnik3,38.15
czujnik1,24.59, czujnik2,38.16, czujnik3,37.82
czujnik1,25.32, czujnik2,38.20, czujnik3,38.21
czujnik1,24.90, czujnik2,37.65, czujnik3,38.20
czujnik1,24.59, czujnik2,37.74, czujnik3,38.10
czujnik1,24.54, czujnik2,38.20, czujnik3,37.79
czujnik1,25.70, czujnik2,38.66, czujnik3,38.20
czujnik1,24.47, czujnik2,38.08, czujnik3,27.31
czujnik1,24.59, czujnik2,39.06, czujnik3,26.43
czujnik1,24.18, czujnik2,38.20, czujnik3,27.26
czujnik1,24.08, czujnik2,38.67, czujnik3,26.39
czujnik1,25.32, czujnik2,27.33, czujnik3,26.48
czujnik1,24.59, czujnik2,38.64, czujnik3,38.10
czujnik1,24.13, czujnik2,38.21, czujnik3,28.49
czujnik1,24.51, czujnik2,38.61, czujnik3,38.20
czujnik1,24.49, czujnik2,37.65, czujnik3,38.20
czujnik1,24.56, czujnik2,38.21, czujnik3,38.10
czujnik1,25.82, czujnik2,38.62, czujnik3,37.84
czujnik1,24.49, czujnik2,38.67, czujnik3,38.20
czujnik1,24.49, czujnik2,39.44, czujnik3,38.25
czujnik1,24.59, czujnik2,38.69, czujnik3,38.16
czujnik1,24.59, czujnik2,38.21, czujnik3,37.86
czujnik1,24.47, czujnik2,39.12, czujnik3,26.07
czujnik1,24.54, czujnik2,38.11, czujnik3,38.23
czujnik1,24.54, czujnik2,38.67, czujnik3,27.21
czujnik1,24.54, czujnik2,38.62, czujnik3,37.86
czujnik1,25.22, czujnik2,38.62, czujnik3,37.84
czujnik1,24.47, czujnik2,38.06, czujnik3,26.45
czujnik1,24.52, czujnik2,38.18, czujnik3,37.74
czujnik1,24.59, czujnik2,38.21, czujnik3,26.79
czujnik1,25.26, czujnik2,39.08, czujnik3,38.20
czujnik1,25.27, czujnik2,26.84, czujnik3,38.25
czujnik1,24.95, czujnik2,39.06, czujnik3,37.74
czujnik1,24.15, czujnik2,38.61, czujnik3,38.27
czujnik1,24.44, czujnik2,39.08, czujnik3,37.84
czujnik1,24.85, czujnik2,38.52, czujnik3,38.23
czujnik1,25.77, czujnik2,39.03, czujnik3,37.74
czujnik1,25.31, czujnik2,38.61, czujnik3,37.84
czujnik1,25.20, czujnik2,39.03, czujnik3,27.98
czujnik1,24.80, czujnik2,38.93, czujnik3,37.86
czujnik1,24.90, czujnik2,39.85, czujnik3,27.62
