2czujnik1,38.16, czujnik2,40.02, czujnik3,17.38
czujnik1,38.16, czujnik2,39.57, czujnik3,17.38
czujnik1,38.01, czujnik2,38.25, czujnik3,17.84
czujnik1,38.04, czujnik2,39.34, czujnik3,17.84
czujnik1,38.15, czujnik2,38.55, czujnik3,17.79
czujnik1,38.18, czujnik2,38.67, czujnik3,17.38
czujnik1,38.50, czujnik2,39.10, czujnik3,17.38
czujnik1,38.15, czujnik2,39.39, czujnik3,17.43
czujnik1,38.15, czujnik2,38.67, czujnik3,16.60
czujnik1,38.13, czujnik2,40.02, czujnik3,17.06
czujnik1,37.65, czujnik2,39.08, czujnik3,16.19
czujnik1,38.61, czujnik2,38.57, czujnik3,16.60
czujnik1,38.52, czujnik2,40.46, czujnik3,16.19
czujnik1,38.16, czujnik2,39.95, czujnik3,16.60
czujnik1,38.01, czujnik2,39.10, czujnik3,16.19
czujnik1,38.57, czujnik2,40.26, czujnik3,16.60
czujnik1,38.16, czujnik2,38.21, czujnik3,17.01
czujnik1,38.16, czujnik2,38.20, czujnik3,17.01
czujnik1,38.45, czujnik2,38.23, czujnik3,17.82
czujnik1,37.76, czujnik2,38.11, czujnik3,18.66
czujnik1,38.16, czujnik2,38.69, czujnik3,38.69
czujnik1,37.76, czujnik2,38.67, czujnik3,38.35
czujnik1,37.65, czujnik2,38.67, czujnik3,37.91
czujnik1,38.16, czujnik2,38.50, czujnik3,37.96
czujnik1,38.20, czujnik2,38.21, czujnik3,25.17
czujnik1,37.74, czujnik2,38.67, czujnik3,23.96
czujnik1,38.04, czujnik2,37.81, czujnik3,38.37
czujnik1,38.16, czujnik2,38.11, czujnik3,37.94
czujnik1,38.55, czujnik2,38.66, czujnik3,38.27
czujnik1,37.76, czujnik2,38.18, czujnik3,37.96
czujnik1,38.50, czujnik2,38.21, czujnik3,21.56
czujnik1,38.15, czujnik2,38.10, czujnik3,37.91
czujnik1,38.15, czujnik2,38.21, czujnik3,38.66
czujnik1,37.74, czujnik2,38.21, czujnik3,17.87
czujnik1,37.64, czujnik2,39.13, czujnik3,17.41
czujnik1,38.13, czujnik2,38.15, czujnik3,17.01
czujnik1,37.74, czujnik2,39.08, czujnik3,17.41
czujnik1,38.15, czujnik2,38.64, czujnik3,17.01
czujnik1,38.06, czujnik2,38.64, czujnik3,17.01
czujnik1,38.15, czujnik2,39.47, czujnik3,17.01
czujnik1,38.55, czujnik2,39.52, czujnik3,17.47
czujnik1,38.16, czujnik2,39.06, czujnik3,16.63
czujnik1,37.67, czujnik2,38.67, czujnik3,17.47
czujnik1,38.18, czujnik2,38.96, czujnik3,18.30
czujnik1,38.13, czujnik2,39.66, czujnik3,18.28
czujnik1,38.16, czujnik2,38.67, czujnik3,17.82
czujnik1,38.03, czujnik2,37.81, czujnik3,18.25
czujnik1,38.13, czujnik2,39.03, czujnik3,18.23
czujnik1,38.13, czujnik2,38.21, czujnik3,18.69
czujnik1,38.16, czujnik2,38.25, czujnik3,18.69
czujnik1,38.04, czujnik2,40.00, czujnik3,17.82
czujnik1,38.16, czujnik2,38.11, czujnik3,18.30
czujnik1,38.15, czujnik2,38.67, czujnik3,24.20
czujnik1,38.15, czujnik2,38.23, czujnik3,18.69
czujnik1,38.04, czujnik2,38.21, czujnik3,18.69
czujnik1,38.18, czujnik2,38.11, czujnik3,18.71
czujnik1,38.59, czujnik2,38.67, czujnik3,37.84
czujnik1,38.15, czujnik2,38.64, czujnik3,37.98
czujnik1,38.04, czujnik2,38.69, czujnik3,38.38
czujnik1,37.74, czujnik2,38.13, czujnik3,38.32
czujnik1,38.13, czujnik2,40.05, czujnik3,37.82
czujnik1,37.77, czujnik2,38.21, czujnik3,37.96
czujnik1,37.62, czujnik2,38.21, czujnik3,38.32
czujnik1,38.18, czujnik2,38.57, czujnik3,37.94
czujnik1,38.55, czujnik2,37.79, czujnik3,38.25
czujnik1,38.16, czujnik2,38.25, czujnik3,38.38
czujnik1,38.04, czujnik2,37.79, czujnik3,37.98
czujnik1,37.76, czujnik2,38.55, czujnik3,37.93
czujnik1,38.16, czujnik2,39.57, czujnik3,18.25
czujnik1,37.74, czujnik2,38.25, czujnik3,17.82
czujnik1,38.06, czujnik2,37.77, czujnik3,18.25
czujnik1,38.16, czujnik2,38.15, czujnik3,37.96
czujnik1,38.61, czujnik2,37.79, czujnik3,37.86
czujnik1,38.18, czujnik2,39.13, czujnik3,38.37
czujnik1,38.06, czujnik2,38.66, czujnik3,37.98
czujnik1,38.16, czujnik2,37.69, czujnik3,37.55
czujnik1,37.74, czujnik2,38.23, czujnik3,37.87
czujnik1,38.11, czujnik2,39.57, czujnik3,38.33
czujnik1,38.08, czujnik2,23.79, czujnik3,37.57
czujnik1,37.76, czujnik2,25.77, czujnik3,38.37
czujnik1,38.18, czujnik2,25.36, czujnik3,38.23
czujnik1,38.16, czujnik2,38.25, czujnik3,37.52
czujnik1,38.04, czujnik2,23.78, czujnik3,26.92
czujnik1,38.16, czujnik2,26.60, czujnik3,24.86
czujnik1,38.15, czujnik2,38.25, czujnik3,23.03
czujnik1,38.13, czujnik2,38.27, czujnik3,23.54
czujnik1,38.06, czujnik2,39.12, czujnik3,22.70
czujnik1,38.15, czujnik2,24.95, czujnik3,23.57
czujnik1,37.72, czujnik2,38.72, czujnik3,22.19
