1czujnik1,38.74, czujnik2,28.18, czujnik3,37.48
czujnik1,34.78, czujnik2,29.27, czujnik3,37.18
czujnik1,32.41, czujnik2,29.85, czujnik3,37.59
czujnik1,39.23, czujnik2,28.27, czujnik3,37.16
czujnik1,38.67, czujnik2,29.66, czujnik3,37.18
czujnik1,38.42, czujnik2,30.49, czujnik3,37.18
czujnik1,37.45, czujnik2,28.57, czujnik3,37.57
czujnik1,33.91, czujnik2,30.99, czujnik3,37.18
czujnik1,37.50, czujnik2,30.14, czujnik3,37.93
czujnik1,38.40, czujnik2,37.14, czujnik3,37.18
czujnik1,38.72, czujnik2,31.55, czujnik3,37.18
czujnik1,38.37, czujnik2,37.04, czujnik3,37.18
czujnik1,38.81, czujnik2,37.96, czujnik3,37.07
czujnik1,38.79, czujnik2,38.04, czujnik3,37.23
czujnik1,39.54, czujnik2,38.03, czujnik3,37.59
czujnik1,27.60, czujnik2,38.37, czujnik3,37.62
czujnik1,39.13, czujnik2,30.37, czujnik3,37.52
czujnik1,37.48, czujnik2,38.88, czujnik3,38.04
czujnik1,38.18, czujnik2,30.94, czujnik3,38.04
czujnik1,37.89, czujnik2,31.24, czujnik3,38.06
czujnik1,26.90, czujnik2,29.15, czujnik3,37.93
czujnik1,38.76, czujnik2,38.42, czujnik3,37.99
czujnik1,38.67, czujnik2,38.40, czujnik3,37.62
czujnik1,38.35, czujnik2,38.38, czujnik3,37.21
czujnik1,38.78, czujnik2,38.45, czujnik3,37.53
czujnik1,38.78, czujnik2,38.04, czujnik3,38.01
czujnik1,38.21, czujnik2,38.47, czujnik3,37.64
czujnik1,38.35, czujnik2,39.23, czujnik3,37.64
czujnik1,27.76, czujnik2,38.86, czujnik3,37.53
czujnik1,27.76, czujnik2,27.55, czujnik3,37.64
czujnik1,38.25, czujnik2,38.86, czujnik3,37.64
czujnik1,26.79, czujnik2,27.45, czujnik3,37.21
czujnik1,39.63, czujnik2,38.47, czujnik3,37.53
czujnik1,38.33, czujnik2,29.97, czujnik3,37.23
czujnik1,39.47, czujnik2,38.86, czujnik3,37.59
czujnik1,38.33, czujnik2,27.93, czujnik3,37.18
czujnik1,26.94, czujnik2,28.32, czujnik3,37.48
czujnik1,37.93, czujnik2,38.88, czujnik3,37.60
czujnik1,38.64, czujnik2,28.44, czujnik3,38.01
czujnik1,37.91, czujnik2,38.79, czujnik3,37.64
czujnik1,38.78, czujnik2,38.52, czujnik3,37.09
czujnik1,38.79, czujnik2,29.46, czujnik3,37.18
czujnik1,38.72, czujnik2,37.62, czujnik3,37.18
czujnik1,37.94, czujnik2,37.94, czujnik3,37.18
czujnik1,37.94, czujnik2,37.59, czujnik3,37.07
czujnik1,37.96, czujnik2,31.04, czujnik3,37.16
czujnik1,37.86, czujnik2,29.51, czujnik3,37.18
czujnik1,38.40, czujnik2,31.96, czujnik3,37.18
czujnik1,38.76, czujnik2,29.51, czujnik3,37.50
czujnik1,38.35, czujnik2,28.67, czujnik3,37.23
czujnik1,39.49, czujnik2,27.55, czujnik3,37.60
czujnik1,26.79, czujnik2,38.30, czujnik3,37.64
czujnik1,38.35, czujnik2,38.83, czujnik3,37.48
czujnik1,38.76, czujnik2,38.47, czujnik3,37.64
