czujnik1,39.22, czujnik2,39.66, czujnik3,4.83
czujnik1,39.54, czujnik2,40.39, czujnik3,4.00
czujnik1,39.27, czujnik2,40.53, czujnik3,4.71
czujnik1,39.08, czujnik2,40.75, czujnik3,3.89
czujnik1,39.12, czujnik2,39.97, czujnik3,5.14
czujnik1,39.01, czujnik2,41.87, czujnik3,4.40
czujnik1,39.56, czujnik2,40.09, czujnik3,3.95
czujnik1,39.22, czujnik2,39.56, czujnik3,3.91
czujnik1,39.22, czujnik2,41.41, czujnik3,3.96
czujnik1,39.10, czujnik2,43.71, czujnik3,3.95
czujnik1,39.25, czujnik2,40.85, czujnik3,4.42
czujnik1,39.27, czujnik2,39.63, czujnik3,4.32
czujnik1,39.22, czujnik2,44.03, czujnik3,4.00
czujnik1,39.10, czujnik2,42.40, czujnik3,4.01
czujnik1,39.25, czujnik2,41.29, czujnik3,3.95
czujnik1,39.22, czujnik2,42.21, czujnik3,3.89
czujnik1,39.22, czujnik2,41.00, czujnik3,4.00
czujnik1,39.13, czujnik2,42.33, czujnik3,4.01
czujnik1,39.22, czujnik2,39.98, czujnik3,4.40
czujnik1,39.23, czujnik2,41.46, czujnik3,4.30
czujnik1,39.23, czujnik2,41.87, czujnik3,5.24
czujnik1,39.13, czujnik2,39.68, czujnik3,3.96
czujnik1,39.22, czujnik2,42.18, czujnik3,3.95
czujnik1,39.23, czujnik2,49.34, czujnik3,3.96
czujnik1,39.15, czujnik2,40.09, czujnik3,4.37
czujnik1,39.20, czujnik2,39.98, czujnik3,3.96
czujnik1,39.64, czujnik2,39.97, czujnik3,4.32
czujnik1,39.23, czujnik2,51.84, czujnik3,4.40
czujnik1,39.10, czujnik2,48.28, czujnik3,4.42
czujnik1,39.25, czujnik2,50.17, czujnik3,4.40
czujnik1,39.22, czujnik2,39.66, czujnik3,3.84
czujnik1,39.23, czujnik2,42.23, czujnik3,4.01
czujnik1,39.12, czujnik2,40.56, czujnik3,4.40
czujnik1,39.22, czujnik2,43.18, czujnik3,4.42
czujnik1,39.22, czujnik2,40.54, czujnik3,3.86
czujnik1,39.23, czujnik2,41.46, czujnik3,4.01
czujnik1,39.12, czujnik2,52.69, czujnik3,4.01
czujnik1,39.22, czujnik2,48.61, czujnik3,4.42
czujnik1,39.27, czujnik2,13.23, czujnik3,3.95
czujnik1,39.12, czujnik2,44.93, czujnik3,4.01
czujnik1,39.54, czujnik2,39.52, czujnik3,4.37
czujnik1,39.27, czujnik2,39.98, czujnik3,4.30
czujnik1,39.25, czujnik2,46.04, czujnik3,4.83
czujnik1,39.10, czujnik2,42.28, czujnik3,4.00
czujnik1,39.22, czujnik2,45.31, czujnik3,4.81
czujnik1,39.22, czujnik2,43.13, czujnik3,3.84
czujnik1,39.22, czujnik2,41.41, czujnik3,3.95
czujnik1,39.15, czujnik2,40.07, czujnik3,3.95
czujnik1,39.22, czujnik2,39.97, czujnik3,4.42
czujnik1,39.20, czujnik2,40.07, czujnik3,4.32
czujnik1,39.22, czujnik2,42.41, czujnik3,4.40
czujnik1,39.12, czujnik2,47.41, czujnik3,3.95
czujnik1,39.20, czujnik2,39.56, czujnik3,4.40
czujnik1,39.22, czujnik2,40.95, czujnik3,3.89
czujnik1,39.20, czujnik2,41.39, czujnik3,4.42
czujnik1,39.10, czujnik2,42.72, czujnik3,4.00
czujnik1,39.20, czujnik2,39.56, czujnik3,3.86
czujnik1,39.20, czujnik2,43.37, czujnik3,3.95
czujnik1,39.12, czujnik2,41.12, czujnik3,4.42
czujnik1,39.23, czujnik2,48.59, czujnik3,4.00
czujnik1,39.23, czujnik2,46.55, czujnik3,3.84
czujnik1,39.22, czujnik2,46.48, czujnik3,3.95
czujnik1,39.10, czujnik2,41.17, czujnik3,4.40
czujnik1,39.27, czujnik2,49.40, czujnik3,3.96
czujnik1,39.22, czujnik2,44.03, czujnik3,4.71
czujnik1,39.20, czujnik2,42.40, czujnik3,4.42
czujnik1,39.13, czujnik2,42.35, czujnik3,4.01
czujnik1,39.23, czujnik2,43.52, czujnik3,4.00
czujnik1,39.23, czujnik2,40.95, czujnik3,4.25
czujnik1,39.23, czujnik2,40.54, czujnik3,4.40
czujnik1,39.10, czujnik2,40.97, czujnik3,4.00
czujnik1,39.23, czujnik2,40.00, czujnik3,3.93
czujnik1,39.18, czujnik2,40.56, czujnik3,4.00
czujnik1,39.51, czujnik2,10.87, czujnik3,4.40
czujnik1,39.22, czujnik2,40.39, czujnik3,4.42
czujnik1,39.25, czujnik2,42.04, czujnik3,3.86
czujnik1,39.22, czujnik2,51.00, czujnik3,4.42
czujnik1,39.15, czujnik2,45.75, czujnik3,3.54
czujnik1,39.25, czujnik2,41.87, czujnik3,3.96
czujnik1,39.20, czujnik2,43.61, czujnik3,3.84
czujnik1,39.68, czujnik2,43.16, czujnik3,4.37
czujnik1,39.56, czujnik2,39.66, czujnik3,4.42
czujnik1,39.22, czujnik2,41.70, czujnik3,3.96
czujnik1,39.66, czujnik2,39.66, czujnik3,3.84
czujnik1,39.25, czujnik2,42.36, czujnik3,3.96
czujnik1,39.10, czujnik2,39.68, czujnik3,3.96
czujnik1,39.22, czujnik2,39.98, czujnik3,3.96
czujnik1,39.22, czujnik2,40.94, czujnik3,3.95
czujnik1,39.54, czujnik2,40.53, czujnik3,4.40
czujnik1,39.23, czujnik2,40.02, czujnik3,3.95
czujnik1,39.22, czujnik2,40.43, czujnik3,3.84
czujnik1,39.22, czujnik2,46.96, czujnik3,3.95
czujnik1,39.15, czujnik2,40.99, czujnik3,4.35
czujnik1,39.22, czujnik2,46.48, czujnik3,3.95
czujnik1,39.22, czujnik2,40.87, czujnik3,3.84
czujnik1,39.22, czujnik2,41.85, czujnik3,3.95
czujnik1,39.10, czujnik2,46.24, czujnik3,3.95
czujnik1,39.20, czujnik2,39.98, czujnik3,3.95
czujnik1,39.20, czujnik2,40.12, czujnik3,3.84
czujnik1,39.20, czujnik2,40.10, czujnik3,3.96
