czujnik1,6.80, czujnik2,6.22, czujnik3,38.88
czujnik1,6.29, czujnik2,5.88, czujnik3,38.21
czujnik1,6.16, czujnik2,6.70, czujnik3,38.38
czujnik1,5.41, czujnik2,6.24, czujnik3,38.61
czujnik1,5.27, czujnik2,6.39, czujnik3,38.47
czujnik1,5.41, czujnik2,6.79, czujnik3,38.47
czujnik1,5.83, czujnik2,6.17, czujnik3,38.47
czujnik1,5.94, czujnik2,6.34, czujnik3,38.37
czujnik1,5.94, czujnik2,6.34, czujnik3,38.47
czujnik1,5.83, czujnik2,5.99, czujnik3,38.47
czujnik1,5.53, czujnik2,5.94, czujnik3,38.84
czujnik1,5.99, czujnik2,5.63, czujnik3,38.89
czujnik1,5.88, czujnik2,6.43, czujnik3,38.47
czujnik1,5.43, czujnik2,5.94, czujnik3,38.47
czujnik1,5.94, czujnik2,6.68, czujnik3,38.37
czujnik1,6.34, czujnik2,6.29, czujnik3,38.91
czujnik1,6.24, czujnik2,6.33, czujnik3,38.89
czujnik1,5.94, czujnik2,5.83, czujnik3,38.88
czujnik1,5.97, czujnik2,5.99, czujnik3,38.37
czujnik1,5.99, czujnik2,6.39, czujnik3,38.89
czujnik1,5.07, czujnik2,5.94, czujnik3,38.49
czujnik1,5.56, czujnik2,5.48, czujnik3,38.37
czujnik1,5.99, czujnik2,5.58, czujnik3,38.45
czujnik1,5.88, czujnik2,5.58, czujnik3,38.47
czujnik1,5.15, czujnik2,5.48, czujnik3,38.47
czujnik1,5.97, czujnik2,6.34, czujnik3,38.38
czujnik1,5.58, czujnik2,5.53, czujnik3,38.89
czujnik1,5.46, czujnik2,5.49, czujnik3,38.84
czujnik1,6.38, czujnik2,5.88, czujnik3,38.38
czujnik1,5.99, czujnik2,5.58, czujnik3,38.47
czujnik1,5.48, czujnik2,5.58, czujnik3,38.47
czujnik1,5.97, czujnik2,5.43, czujnik3,38.45
czujnik1,5.10, czujnik2,5.97, czujnik3,38.32
czujnik1,5.12, czujnik2,5.99, czujnik3,38.84
czujnik1,5.00, czujnik2,5.99, czujnik3,38.47
czujnik1,5.10, czujnik2,5.88, czujnik3,38.38
czujnik1,5.53, czujnik2,5.88, czujnik3,38.47
czujnik1,5.43, czujnik2,5.99, czujnik3,38.47
czujnik1,5.53, czujnik2,6.22, czujnik3,38.89
czujnik1,5.53, czujnik2,5.94, czujnik3,38.32
czujnik1,5.53, czujnik2,5.58, czujnik3,38.45
czujnik1,6.29, czujnik2,5.94, czujnik3,38.42
czujnik1,5.53, czujnik2,5.82, czujnik3,38.47
czujnik1,6.75, czujnik2,5.48, czujnik3,38.47
czujnik1,6.22, czujnik2,6.34, czujnik3,38.45
czujnik1,6.65, czujnik2,5.43, czujnik3,38.47
czujnik1,6.33, czujnik2,5.88, czujnik3,38.81
czujnik1,6.73, czujnik2,5.53, czujnik3,38.47
czujnik1,6.65, czujnik2,5.48, czujnik3,38.47
czujnik1,7.87, czujnik2,5.83, czujnik3,38.47
czujnik1,7.98, czujnik2,5.48, czujnik3,38.79
czujnik1,8.79, czujnik2,5.46, czujnik3,38.47
czujnik1,7.47, czujnik2,5.83, czujnik3,38.88
czujnik1,6.75, czujnik2,5.87, czujnik3,38.37
czujnik1,5.88, czujnik2,5.94, czujnik3,38.49
czujnik1,5.37, czujnik2,6.28, czujnik3,38.49
czujnik1,5.48, czujnik2,6.29, czujnik3,38.45
czujnik1,6.34, czujnik2,5.92, czujnik3,38.38
czujnik1,6.73, czujnik2,5.88, czujnik3,38.47
czujnik1,9.91, czujnik2,5.82, czujnik3,38.44
czujnik1,40.00, czujnik2,5.82, czujnik3,38.38
czujnik1,40.78, czujnik2,5.43, czujnik3,38.49
czujnik1,40.24, czujnik2,5.43, czujnik3,38.49
czujnik1,40.27, czujnik2,5.73, czujnik3,38.47
czujnik1,9.61, czujnik2,5.87, czujnik3,38.78
czujnik1,40.78, czujnik2,5.43, czujnik3,38.84
czujnik1,44.98, czujnik2,5.53, czujnik3,38.47
czujnik1,7.87, czujnik2,5.77, czujnik3,38.83
czujnik1,7.96, czujnik2,5.43, czujnik3,38.78
czujnik1,7.96, czujnik2,5.53, czujnik3,38.47
czujnik1,7.04, czujnik2,5.83, czujnik3,38.49
czujnik1,6.29, czujnik2,6.24, czujnik3,38.35
czujnik1,6.29, czujnik2,5.94, czujnik3,38.49
czujnik1,7.47, czujnik2,5.87, czujnik3,38.88
czujnik1,6.65, czujnik2,5.82, czujnik3,38.44
czujnik1,7.16, czujnik2,5.94, czujnik3,38.35
czujnik1,7.57, czujnik2,6.33, czujnik3,38.47
czujnik1,7.04, czujnik2,5.41, czujnik3,38.83
czujnik1,7.16, czujnik2,6.17, czujnik3,38.37
czujnik1,7.98, czujnik2,5.43, czujnik3,38.47
czujnik1,6.65, czujnik2,6.34, czujnik3,38.47
