6czujnik1,8.37, czujnik2,8.86, czujnik3,38.81
czujnik1,8.79, czujnik2,8.64, czujnik3,38.98
czujnik1,8.89, czujnik2,9.00, czujnik3,38.83
czujnik1,8.37, czujnik2,9.15, czujnik3,38.96
czujnik1,8.89, czujnik2,9.03, czujnik3,38.96
czujnik1,8.78, czujnik2,9.10, czujnik3,38.96
czujnik1,8.32, czujnik2,9.40, czujnik3,38.96
czujnik1,9.30, czujnik2,9.00, czujnik3,39.29
czujnik1,8.42, czujnik2,8.64, czujnik3,38.95
czujnik1,8.33, czujnik2,9.10, czujnik3,38.91
czujnik1,8.33, czujnik2,9.00, czujnik3,38.98
czujnik1,8.42, czujnik2,8.98, czujnik3,38.91
czujnik1,8.33, czujnik2,9.05, czujnik3,39.37
czujnik1,8.32, czujnik2,9.00, czujnik3,38.96
czujnik1,8.44, czujnik2,8.54, czujnik3,39.27
czujnik1,8.42, czujnik2,8.69, czujnik3,38.96
czujnik1,8.78, czujnik2,8.69, czujnik3,38.96
czujnik1,8.32, czujnik2,9.00, czujnik3,38.95
czujnik1,8.88, czujnik2,9.46, czujnik3,39.25
czujnik1,8.88, czujnik2,9.10, czujnik3,38.96
czujnik1,8.78, czujnik2,9.00, czujnik3,38.50
czujnik1,8.88, czujnik2,8.54, czujnik3,38.86
czujnik1,8.89, czujnik2,8.64, czujnik3,38.96
czujnik1,8.78, czujnik2,8.69, czujnik3,38.93
czujnik1,8.78, czujnik2,9.00, czujnik3,38.95
czujnik1,8.88, czujnik2,8.59, czujnik3,38.86
czujnik1,8.88, czujnik2,9.10, czujnik3,38.91
czujnik1,8.78, czujnik2,9.05, czujnik3,38.96
czujnik1,8.88, czujnik2,8.59, czujnik3,39.27
czujnik1,8.89, czujnik2,8.64, czujnik3,38.96
czujnik1,8.78, czujnik2,9.10, czujnik3,38.91
czujnik1,8.37, czujnik2,8.54, czujnik3,38.91
czujnik1,8.89, czujnik2,8.54, czujnik3,38.81
czujnik1,8.89, czujnik2,9.15, czujnik3,38.96
czujnik1,8.79, czujnik2,9.10, czujnik3,39.32
czujnik1,8.78, czujnik2,9.05, czujnik3,38.86
czujnik1,8.88, czujnik2,9.13, czujnik3,38.93
czujnik1,8.78, czujnik2,8.62, czujnik3,38.96
czujnik1,8.78, czujnik2,8.57, czujnik3,38.96
czujnik1,8.89, czujnik2,9.00, czujnik3,38.40
