czujnik1,38.16, czujnik2,40.39, czujnik3,38.30
czujnik1,38.03, czujnik2,39.91, czujnik3,38.30
czujnik1,38.16, czujnik2,37.79, czujnik3,37.77
czujnik1,37.74, czujnik2,37.79, czujnik3,37.89
czujnik1,37.74, czujnik2,38.25, czujnik3,37.52
czujnik1,37.74, czujnik2,37.79, czujnik3,38.30
czujnik1,38.06, czujnik2,39.12, czujnik3,38.30
czujnik1,37.76, czujnik2,38.11, czujnik3,37.52
czujnik1,37.76, czujnik2,38.71, czujnik3,37.82
czujnik1,37.74, czujnik2,37.79, czujnik3,38.28
czujnik1,37.60, czujnik2,39.12, czujnik3,37.94
czujnik1,37.70, czujnik2,38.57, czujnik3,38.35
czujnik1,23.62, czujnik2,38.64, czujnik3,37.84
czujnik1,37.74, czujnik2,39.12, czujnik3,37.94
czujnik1,23.98, czujnik2,39.12, czujnik3,37.96
czujnik1,37.74, czujnik2,38.57, czujnik3,37.94
czujnik1,38.11, czujnik2,37.79, czujnik3,38.64
czujnik1,37.70, czujnik2,40.44, czujnik3,37.93
czujnik1,23.57, czujnik2,37.79, czujnik3,38.35
czujnik1,23.67, czujnik2,39.46, czujnik3,38.32
czujnik1,23.27, czujnik2,38.25, czujnik3,37.84
czujnik1,23.69, czujnik2,37.77, czujnik3,38.33
czujnik1,38.47, czujnik2,38.72, czujnik3,38.81
czujnik1,23.32, czujnik2,38.13, czujnik3,37.93
czujnik1,37.76, czujnik2,38.25, czujnik3,38.25
czujnik1,23.74, czujnik2,37.82, czujnik3,38.32
czujnik1,23.62, czujnik2,38.66, czujnik3,38.76
czujnik1,23.72, czujnik2,37.72, czujnik3,37.94
czujnik1,22.87, czujnik2,38.18, czujnik3,38.25
czujnik1,23.67, czujnik2,38.23, czujnik3,37.93
czujnik1,23.57, czujnik2,37.38, czujnik3,38.38
czujnik1,22.84, czujnik2,42.94, czujnik3,38.76
czujnik1,23.69, czujnik2,38.23, czujnik3,37.79
czujnik1,22.45, czujnik2,37.81, czujnik3,38.76
czujnik1,22.35, czujnik2,38.25, czujnik3,38.76
czujnik1,22.87, czujnik2,38.15, czujnik3,38.35
czujnik1,23.74, czujnik2,37.84, czujnik3,37.79
czujnik1,23.33, czujnik2,39.57, czujnik3,38.30
czujnik1,23.21, czujnik2,37.79, czujnik3,37.93
czujnik1,22.45, czujnik2,39.01, czujnik3,38.35
czujnik1,23.33, czujnik2,38.27, czujnik3,38.25
czujnik1,23.33, czujnik2,40.39, czujnik3,38.33
czujnik1,23.21, czujnik2,38.21, czujnik3,38.33
czujnik1,23.32, czujnik2,38.16, czujnik3,38.35
czujnik1,22.47, czujnik2,37.82, czujnik3,37.86
czujnik1,22.45, czujnik2,39.18, czujnik3,38.35
czujnik1,22.35, czujnik2,38.28, czujnik3,38.35
czujnik1,22.86, czujnik2,38.61, czujnik3,38.37
czujnik1,22.87, czujnik2,37.79, czujnik3,38.25
czujnik1,23.72, czujnik2,38.71, czujnik3,38.33
czujnik1,23.21, czujnik2,39.13, czujnik3,38.40
czujnik1,23.78, czujnik2,38.55, czujnik3,37.94
czujnik1,23.78, czujnik2,39.59, czujnik3,38.20
czujnik1,23.37, czujnik2,39.59, czujnik3,37.52
czujnik1,23.67, czujnik2,39.12, czujnik3,37.94
czujnik1,22.98, czujnik2,38.61, czujnik3,37.94
