6czujnik1,19.23, czujnik2,17.81, czujnik3,13.72
czujnik1,18.78, czujnik2,14.80, czujnik3,14.15
czujnik1,18.33, czujnik2,14.80, czujnik3,15.77
czujnik1,19.13, czujnik2,15.20, czujnik3,14.13
czujnik1,18.33, czujnik2,16.48, czujnik3,14.27
czujnik1,19.18, czujnik2,14.80, czujnik3,14.95
czujnik1,19.64, czujnik2,16.07, czujnik3,14.97
czujnik1,20.46, czujnik2,14.51, czujnik3,13.95
czujnik1,19.59, czujnik2,14.78, czujnik3,19.61
czujnik1,18.32, czujnik2,14.80, czujnik3,20.14
czujnik1,17.91, czujnik2,16.48, czujnik3,13.86
czujnik1,18.33, czujnik2,14.52, czujnik3,14.64
czujnik1,18.32, czujnik2,14.80, czujnik3,14.54
czujnik1,18.79, czujnik2,14.80, czujnik3,14.54
czujnik1,17.45, czujnik2,15.31, czujnik3,15.78
czujnik1,18.33, czujnik2,14.78, czujnik3,14.64
czujnik1,18.32, czujnik2,15.20, czujnik3,14.54
czujnik1,20.07, czujnik2,18.16, czujnik3,14.22
czujnik1,19.61, czujnik2,15.31, czujnik3,14.22
czujnik1,21.28, czujnik2,17.30, czujnik3,13.91
czujnik1,19.59, czujnik2,18.98, czujnik3,13.81
czujnik1,20.41, czujnik2,15.61, czujnik3,13.81
czujnik1,19.59, czujnik2,14.57, czujnik3,13.84
czujnik1,19.23, czujnik2,14.80, czujnik3,14.37
czujnik1,20.05, czujnik2,18.16, czujnik3,13.86
czujnik1,19.64, czujnik2,14.80, czujnik3,13.81
czujnik1,20.31, czujnik2,14.90, czujnik3,14.23
czujnik1,20.41, czujnik2,14.73, czujnik3,13.91
czujnik1,20.48, czujnik2,15.20, czujnik3,13.81
czujnik1,21.28, czujnik2,19.44, czujnik3,13.45
czujnik1,21.63, czujnik2,15.31, czujnik3,14.27
czujnik1,20.92, czujnik2,17.30, czujnik3,13.55
czujnik1,21.73, czujnik2,15.60, czujnik3,13.45
czujnik1,21.34, czujnik2,16.89, czujnik3,13.86
czujnik1,21.99, czujnik2,17.74, czujnik3,13.81
czujnik1,21.65, czujnik2,15.20, czujnik3,13.95
czujnik1,22.09, czujnik2,16.02, czujnik3,14.49
czujnik1,22.52, czujnik2,18.98, czujnik3,13.81
czujnik1,22.47, czujnik2,15.61, czujnik3,13.79
czujnik1,23.81, czujnik2,16.85, czujnik3,13.89
czujnik1,22.98, czujnik2,19.39, czujnik3,14.20
czujnik1,23.33, czujnik2,15.15, czujnik3,14.22
czujnik1,23.27, czujnik2,19.39, czujnik3,14.20
czujnik1,23.42, czujnik2,15.56, czujnik3,14.32
czujnik1,23.33, czujnik2,14.74, czujnik3,14.22
czujnik1,23.38, czujnik2,16.84, czujnik3,14.90
czujnik1,23.27, czujnik2,18.11, czujnik3,14.90
czujnik1,24.47, czujnik2,17.24, czujnik3,14.32
czujnik1,23.76, czujnik2,18.52, czujnik3,13.81
czujnik1,23.78, czujnik2,15.99, czujnik3,14.22
czujnik1,23.64, czujnik2,18.11, czujnik3,14.22
czujnik1,23.69, czujnik2,16.02, czujnik3,14.32
czujnik1,24.64, czujnik2,16.84, czujnik3,13.79
czujnik1,23.78, czujnik2,16.43, czujnik3,14.22
czujnik1,24.90, czujnik2,17.24, czujnik3,13.81
czujnik1,24.90, czujnik2,16.43, czujnik3,13.91
czujnik1,25.83, czujnik2,15.61, czujnik3,14.22
czujnik1,25.41, czujnik2,16.02, czujnik3,13.79
czujnik1,26.97, czujnik2,15.31, czujnik3,14.90
czujnik1,26.19, czujnik2,18.52, czujnik3,13.91
